Plugin,Menu,Section,Type,English,Japanese
"Automaton","","","","Fate Tool Kit (Date With Destiny)","FATE ツールキット (運命の歯車)"
"Automaton","","","","Fate Tool Kit (Date With Destiny)##Selectable_Fate Tool Kit (Date With Destiny)","FATE ツールキット (運命の歯車)##Selectable_Fate Tool Kit (Date With Destiny)"
"Automaton","","","","Fate tracker with additional fate automations.","追加の FATE 自動化を備えた FATE トラッカー。"
"Automaton","","","","Fete","フェトゥ(蒼天街)"
"Automaton","","","","Format: ","形式: "
"Automaton","","","","FreeCompany","FreeCompany"
"Automaton","","","","FreeCompany##FreeCompany","FreeCompany##FreeCompany"
"Automaton","","","","Getting Too Attached","マテリア装着"
"Automaton","","","","Getting Too Attached##Selectable_Getting Too Attached","マテリア装着##Selectable_Getting Too Attached"
"Automaton","","","","GitHub","GitHub"
"Automaton","","","","Global","グローバル"
"Automaton","","","","GM Alert","GM アラート"
"Automaton","","","","GM Alert##Selectable_GM Alert","GM アラート##Selectable_GM Alert"
"Automaton","","","","Goes to flag location","フラグの位置に移動します"
"Automaton","","","","Goes to flag, kills hunt mob at destination.","フラグに移動し、目的地でモブハント対象を倒します。"
"Automaton","","","","HasBonus","ボーナス"
"Automaton","","","","HasBonusWithTwist","フォーローンボーナス"
"Automaton","","","","Heuristics: ","ヒューリスティック: "
"Automaton","","","","https://love.puni.sh/ment.json","https://love.puni.sh/ment.json"
"Automaton","","","","https://puni.sh/api/repository/veyn","https://puni.sh/api/repository/veyn"
"Automaton","","","","Hunt Relay Helper","モブハント リレーヘルパー"
"Automaton","","","","Hunt Relay Helper##Selectable_Hunt Relay Helper","モブハント リレー ヘルパー##Selectable_Hunt Relay Helper"
"Automaton","","","","I can just put any message in here","ここにはどんなメッセージでも自由に書き込めます"
"Automaton","","","","If a hunt is detected as being off your home world, it will only be relayed to non-local channels.","ホームワールド以外でのハントが検知された場合、その情報はローカル以外のチャンネルにのみ中継されます。"
"Automaton","","","","If the confirm keybind would target the chat window, prevent it.","「決定」のキーバインドがチャットウィンドウを対象としてしまう場合は、それを防いでください"
"Automaton","","","","If the world is failed to be detected, assume it's meant for the local world.","ワールドが検出されなかった場合は、ローカルワールドを対象としているものとみなしてください。"
"Automaton","","","","In-World Click##Input","インワールドクリック##Input"
"Automaton","","","","Instant Logout","インスタントログアウト"
"Automaton","","","","Instant Logout##Selectable_Instant Logout","インスタントログアウト##Selectable_Instant Logout"
"Automaton","","","","Instantly repair all inventories when repairing at an npc.","NPCで修理を行う際、すべてのインベントリを即座に修復する。"
"Automaton","","","","Invoke world travel. Still have to be in a starting city.","ワールドトラベルを実行します。開始都市にいる必要があります。"
"Automaton","","","","Is Regex##Input","正規表現##Input"
"Automaton","","","","Kill Game","キルゲーム"
"Automaton","","","","Ko-fi","Ko-fi"
"Automaton","","","","Lalachievements Lookup","Lalachievementsの検索"
"Automaton","","","","Lalachievements Lookup##Selectable_Lalachievements Lookup","Lalachievementsの検索##Selectable_Lalachievements Lookup"
"Automaton","","","","Leave if specific players are not present.","特定のプレイヤーがいない場合は退出してください。"
"Automaton","","","","Like those other games. Supports clicking on the map.","他のゲームと同じように。地図上のクリックをサポートします。"
"Automaton","","","","Loading icon…","読み込み中アイコン…"
"Automaton","","","","Login Commands","ログインコマンド"
"Automaton","","","","Lower the quality of an item by ID, or pass all","IDを指定してアイテムの品質を下げるか、すべてそのままにする"
"Automaton","","","","Ls1","Ls1"
"Automaton","","","","Ls1##Ls1","Ls1##Ls1"
"Automaton","","","","Ls2","Ls2"
"Automaton","","","","Ls2##Ls2","Ls2##Ls2"
"Automaton","","","","Ls3","Ls3"
"Automaton","","","","Ls3##Ls3","Ls3##Ls3"
"Automaton","","","","Ls4","Ls4"
"Automaton","","","","Ls4##Ls4","Ls4##Ls4"
"Automaton","","","","Ls5","Ls5"
"Automaton","","","","Ls5##Ls5","Ls5##Ls5"
"Automaton","","","","Ls6","Ls6"
"Automaton","","","","Ls6##Ls6","Ls6##Ls6"
"Automaton","","","","Ls7","Ls7"
"Automaton","","","","Ls7##Ls7","Ls7##Ls7"
"Automaton","","","","Ls8","Ls8"
"Automaton","","","","Ls8##Ls8","Ls8##Ls8"
"Automaton","","","","Mark channel as ""local""","チャンネルを「ローカル」としてマークする"
"Automaton","","","","Max Duration","最大持続時間"
"Automaton","","","","Max Level","最大レベル"
"Automaton","","","","Max Progress","最大進行状況"
"Automaton","","","","Merge incomplete stacks upon opening your inventory.","インベントリを開いたときに不完全なスタックを結合します。"
"Automaton","","","","Min Level","最小レベル"
"Automaton","","","","Min Time Remaining","残り時間の最小値"
"Automaton","","","","Minions","配下"
"Automaton","","","","Miscellanous commands","その他のコマンド"
"Automaton","","","","Missing 1 of the required plugins for this feature to work:","この機能が動作するために必要なプラグインが 1 つありません:"
"Automaton","","","","Missing 1 of the required plugins for this option to work:","このオプションが機能するために必要なプラグインが 1 つありません:"
"Automaton","","","","Modifier Key","修飾キー"
"Automaton","","","","Movement Type","移動タイプ"
"Automaton","","","","No alerts configured","アラートが設定されていません"
"Automaton","","","","None","なし"
"Automaton","","","","Normal","ノーマル"
"Automaton","","","","Normal Items","通常アイテム"
"Automaton","","","","NoviceNetwork","NoviceNetwork"
"Automaton","","","","NoviceNetwork##NoviceNetwork","NoviceNetwork##NoviceNetwork"
"Automaton","","","","On CharacterPostProcess, do any seasonal quests that are available.","CharacterPostProcess で、利用可能なシーズナルクエストを実行します。"
"Automaton","","","","Only In Duty##Input","コンテンツ中のみ##Input"
"Automaton","","","","Only send local hunts to local channels","現在エリアのモブハントをローカルチャネルにのみ送信する"
"Automaton","","","","Order used when selecting the next FATE to complete.","次に攻略するFATEを選択する際に使用される順序。"
"Automaton","","","","Party##Party","Party##Party"
"Automaton","","","","Pathfind","経路探索"
"Automaton","","","","Pattern","パターン"
"Automaton","","","","Player Current World","プレイヤーの現在のワールド"
"Automaton","","","","Player Home World","プレイヤーのホームワールド"
"Automaton","","","","Prevent Confirm Targeting Chat","確認ターゲティングチャットの防止"
"Automaton","","","","Prevent Confirm Targeting Chat##Selectable_Prevent Confirm Targeting Chat","確認ターゲティングチャットの防止##Selectable_Prevent Confirm Targeting Chat"
"Automaton","","","","Prevents being kicked for being AFK.","AFKによるキックを防ぎます。"
"Automaton","","","","Preview Beeps","ビープ音のプレビュー"
"Automaton","","","","Priority Order","優先順位"
"Automaton","","","","Probably won't reset your config every update. Triggers on zone change.","おそらく、アップデートのたびに設定がリセットされることはないでしょう。ゾーン移動時にトリガーされます。"
"Automaton","","","","Progress","進行度"
"Automaton","","","","PvPTeam##PvPTeam","PvPTeam##PvPTeam"
"Automaton","","","","Relay Type Configuration","リレータイプの構成"
"Automaton","","","","Remove <world> tags for Novice Network relays","ビギナーチャンネルリレー用の <world> タグを削除する"
"Automaton","","","","Remove this sort criteria","この並べ替え条件を解除する"
"Automaton","","","","Removes the <world> tag from your relays and any non-whitespace characters surrounding it, then trims any excess whitespace before sending to Novice Network.","リレーから <world> タグとその周囲の非空白文字を除去し、余分な空白をトリミングしてからビギナーチャンネルに送信します。"
"Automaton","","","","Requeues for Crystalline Conflict when your registration was cancelled due to a map change.","マップの変更により登録がキャンセルされた場合、クリスタルコンフリクトを再キューします。"
"Automaton","","","","Required Dependencies","必要な依存関係"
"Automaton","","","","Reset to Default","デフォルト設定に戻す"
"Automaton","","","","Reset To Default: 250","デフォルト値にリセット: 250"
"Automaton","","","","Reset To Default: 3","デフォルト値にリセット: 3"
"Automaton","","","","Reset To Default: 900","デフォルト値にリセット: 900"
"Automaton","","","","Retrieve All Materia","全マテリア取得"
"Automaton","","","","Retrieve All Materia##Selectable_Retrieve All Materia","全マテリア取得##Selectable_Retrieve All Materia"
"Automaton","","","","Return Home##Input","ホームに戻る##Input"
"Automaton","","","","Rotating Currencies","通貨のローテーション"
"Automaton","","","","S Rank","Sランク"
"Automaton","","","","Say##Say","Say##Say"
"Automaton","","","","Send Chat Alert","チャットアラートを送信"
"Automaton","","","","Send Sound Alert","サウンドアラートを送信"
"Automaton","","","","Send Toast Alert","トーストアラートを送信"
"Automaton","","","","Sender Home World","送信者のホームワールド"
"Automaton","","","","Sends a party chat message when the duty ends.","コンテンツ終了時にパーティチャットメッセージを送信します。"
"Automaton","","","","Sends a party chat message when the duty starts.","コンテンツ開始時にパーティチャットメッセージを送信します。"
"Automaton","","","","Shift","Shift"
"Automaton","","","","Shout##Shout","Shout##Shout"
"Automaton","","","","Simple Currency Alert","シンプルな通貨アラート"
"Automaton","","","","Simple Currency Alert##Selectable_Simple Currency Alert","シンプルな通貨アラート##Selectable_Simple Currency Alert"
"Automaton","","","","Skips the 20 second countdown when logging out outside of a sanctuary. Skips inside duties.","レストエリアの外でログアウトする場合、20 秒のカウントダウンをスキップします。 コンテンツ内のスキップ。"
"Automaton","","","","Sniper no sniping","スナイパー、スナイピングしちゃダメ"
"Automaton","","","","Sniper no sniping##Selectable_Sniper no sniping","スナイパー、スナイピングしちゃダメ##Selectable_Sniper no sniping"
"Automaton","","","","Swap Zones##Input","スワップゾーン##Input"
"Automaton","","","","Teleport to the aetheryte nearest your flag","フラグに最も近いエーテライトにテレポートします"
"Automaton","","","","TellIncoming##TellIncoming","TellIncoming##TellIncoming"
"Automaton","","","","These are the comma separated heuristics to check against in the message to match to a type.
This supports regex if you surrouned the heuristic with ""/""
All special text icons are converted to normal text automatically.","これらは、メッセージを特定のタイプに照合する際に確認するための、カンマ区切りのヒューリスティックです。"
"Automaton","","","","This is what will be sent in chat to replace the <type> tag.","これが、チャット内で<type>タグの代わりに送信される内容です。"
"Automaton","","","","This will allow matching shorthands of worlds (e.g. ""behe"" -> Behemoth) but may result in false positives.","これにより、ワールド名の短縮形（例：「behe」→「Behemoth」）でのマッチングが可能になりますが、誤検知が生じる可能性があります。"
"Automaton","","","","TimeRemaining","残り時間"
"Automaton","","","","TimeRemainingUrgent","残り時間 至急"
"Automaton","","","","Timezone Translator","タイムゾーン変換"
"Automaton","","","","Timezone Translator##Selectable_Timezone Translator","タイムゾーン変換##Selectable_Timezone Translator"
"Automaton","","","","Toggle 3D rendering","3D レンダリングの切り替え"
"Automaton","","","","Toggles busy while you're teleporting.","テレポート中はビジーに切り替わります。"
"Automaton","","","","Train","ツアー(Train)"
"Automaton","","","","Translates system message timestamps in chat to your time zone","チャット内のシステムメッセージのタイムスタンプを、あなたのタイムゾーンに合わせて変換します"
"Automaton","","","","True Auto Follow. Trigger with command while targeting someone. Use it with no target to wipe the current master.
If multiboxing, you can send ""autofollow"" to chat and anyone in the party with this feature enabled will follow.
You can also add a number argument to specify the distance to keep, or add the off argument to clear the current master.","完全なオートフォロー機能。誰かをターゲットにしている状態でコマンドを実行すると発動します。ターゲットを指定せずに使用すると、現在のマスターを解除します。マルチボックス利用時は、チャットに「autofollow」と入力すると、この機能を有効にしているパーティメンバー全員が追従します。また、数値引数を追加して追従距離を指定したり、「off」引数を追加して現在のマスターを解除したりすることもできます。"
"Automaton","","","","Turn Off Once Full##Input","フルになったら停止##Input"
"Automaton","","","","Tweak Name","微調整名"
"Automaton","","","","Update Frequency","更新頻度"
"Automaton","","","","Upon GM Appearance","GM登場時"
"Automaton","","","","Use an item by ID","IDを指定してアイテムを使用する"
"Automaton","","","","Various alerts for when a GM is nearby.","GMが近くにいるときのさまざまなアラート。"
"Automaton","","","","Window Character Name","ウィンドウキャラクター名"
"Automaton","","","","Window Character Name##Selectable_Window Character Name","ウィンドウキャラクター名##Selectable_Window Character Name"
"Automaton","","","","Wondrous Tails Click To Open","クロの空想帳クリックオープン"
"Automaton","","","","Wondrous Tails Click To Open##Selectable_Wondrous Tails Click To Open","クロの空想帳クリックオープン##Selectable_Wondrous Tails Click To Open"
"Automaton","","","","Yell##Yell","Yell##Yell"
