Plugin,Menu,Section,Type,English,Japanese
"DeserokUtils","","","","/watch and /ifwatch work across this unchanged -- the use goes through the same engine call a hotbar press does, so CastWatch sees it and {who} names whoever received it.",""
"DeserokUtils","","","","/watch Aurora --notself",""
"DeserokUtils","","","","/watch off",""
"DeserokUtils","","","","1 tweak · 0 of 1 on","1 調整 · 0/1 オン"
"DeserokUtils","","","","16 tweaks · 0 of 14 on","16 件の調整 · 0/14 件中"
"DeserokUtils","","","","24 players, and your friends look like the other 21","24 人のプレイヤーとあなたの友達は他の 21 人と同じように見えます"
"DeserokUtils","","","","3 tweaks · 0 of 3 on","3 件の調整 · 0/3 がオン"
"DeserokUtils","","","","5 tweaks · 0 of 5 on","5 件の調整 · 0/5 がオン"
"DeserokUtils","","","","6 tweaks · 0 of 6 on","6 件の調整 · 0/6 がオン"
"DeserokUtils","","","","9 tweaks · 0 of 7 on","9 件の調整 · 0/7 がオン"
"DeserokUtils","","","","A key that operates the thing in front of you and nothing else — never a menu, never a cursor.","目の前にあるものを操作するキーであり、それ以外の何ものでもありません。決してメニューやカーソルではありません。"
"DeserokUtils","","","","A marker over the heads of the people you queued into large-scale content with, displayed only to you.","大規模なコンテンツのキューに一緒に並んだ人の頭上にあるマーカー。あなただけに表示されます。"
"DeserokUtils","","","","A watch expires after 10s and is one-shot: /ifwatch disarms it.","監視は 10 秒後に期限切れとなり、ワンショットです。/ifwatch は監視を解除します。"
"DeserokUtils","","","","Accept incoming meld requests automatically","受信したメルド リクエストを自動的に受け入れる"
"DeserokUtils","","","","Accept repair requests automatically","修理リクエストを自動的に受け入れる"
"DeserokUtils","","","","Accepts a party member's repair request without the confirmation box.","パーティ会員の修理依頼を確認ボックスなしで受け付けます。"
"DeserokUtils","","","","Achievement popups","実績ポップアップ"
"DeserokUtils","","","","Add one to /watch to say WHO has to receive it for the callout to count:","/watch に 1 を追加して、コールアウトをカウントするには WHO がそれを受信する必要があることを示します。"
"DeserokUtils","","","","Advance NPC dialogue##interact_talk","NPCダイアログを進める##interact_talk"
"DeserokUtils","","","","Alerts",""
"DeserokUtils","","","","All",""
"DeserokUtils","","","","Alliance raid","アライアンス レイド"
"DeserokUtils","","","","Also listen for","こちらもお聴きください"
"DeserokUtils","","","","Amber",""
"DeserokUtils","","","","Anchor",""
"DeserokUtils","","","","Anchor height##debuffs","アンカー高さ##debuffs"
"DeserokUtils","","","","Animation speed","アニメーション速度"
"DeserokUtils","","","","Announce the reward","報酬を発表する"
"DeserokUtils","","","","Any placeholder the game understands works -- <t>, <mo>, <2>, <me> -- and it is resolved by the game's own resolver, so party frames and alliance lists count as a mouseover. Leave the placeholder off to use on your current target, which is what a hotbar press does.","ゲームが認識するプレースホルダーはすべて機能します (<t>、<mo>、<2>、<me>)。また、プレースホルダーはゲーム独自のリゾルバーによって解決されるため、パーティ フレームと同盟リストはマウスオーバーとしてカウントされます。現在のターゲットで使用するには、プレースホルダーをオフのままにしておきます。これは、ホットバーを押すことによって行われます。"
"DeserokUtils","","","","Any placeholder the game understands works as a segment -- mo, 2, t, f, me and the rest. There is no list of allowed names; whatever the game resolves is legal.","ゲームが認識するプレースホルダー (mo、2、t、f、me、その他) はすべてセグメントとして機能します。許可される名前のリストはありません。ゲームの解決策はすべて合法です。"
"DeserokUtils","","","","Anyone at all. The default when no flag is given.","誰でも構いません。フラグが指定されていない場合のデフォルト。"
"DeserokUtils","","","","Anything else","他に何か"
"DeserokUtils","","","","Appearance",""
"DeserokUtils","","","","Appearance, diagnostics and keybinds","外観、診断、キーバインド"
"DeserokUtils","","","","Arm a watch. Put it above the /ac. Quotes optional. Usable items work too (Phoenix Down).","時計を装着します。 /ac の上に置きます。引用符はオプションです。使用可能なアイテムも機能します（フェニックスダウン）。"
"DeserokUtils","","","","Arming again replaces the previous arm, so a double-press starts clean.","再度アームすると前のアームが置き換えられるため、2 回押すときれいに開始されます。"
"DeserokUtils","","","","Auto pillion if no interactables nearby##interact_pillion","近くにインタラクティブなものがない場合は自動ピリオン##interact_pillion"
"DeserokUtils","","","","Auto-confirm interaction confirmation prompts##interact_gimmick","インタラクション確認プロンプトの自動確認##interact_gimmick"
"DeserokUtils","","","","Automation",""
"DeserokUtils","","","","bar label","バーラベル"
"DeserokUtils","","","","Bell",""
"DeserokUtils","","","","Bottom centre","中央下"
"DeserokUtils","","","","Bound keys are read directly and do not use a hotbar slot. That also makes them the only way to press something during a conversation, when the hotbar is locked.","バインドされたキーは直接読み取られ、ホットバー スロットは使用されません。また、ホットバーがロックされている場合、会話中に何かを押す唯一の方法になります。"
"DeserokUtils","","","","Buffs to keep up","維持するためのバフ"
"DeserokUtils","","","","CastWatch",""
"DeserokUtils","","","","Centre it","中央に配置"
"DeserokUtils","","","","Chat",""
"DeserokUtils","","","","Chat colours","チャットの色"
"DeserokUtils","","","","Clearance##debuffs",""
"DeserokUtils","","","","Click a colour to pick freely, or right-click one for the standard set.","色をクリックして自由に選択するか、標準セットの色を右クリックします。"
"DeserokUtils","","","","click, then press a key (Esc clears)","クリックしてキーを押します (Esc でクリア)"
"DeserokUtils","","","","Closing it yourself still closes it. Only a completed meld reopens it.","自分で閉じても閉じてしまいます。完了したメルドのみが再び開きます。"
"DeserokUtils","","","","Colour my own name too","自分の名前にも色を塗ってみよう"
"DeserokUtils","","","","Colours player names in chat, and gives the same person the same colour every time.","チャット内のプレイヤー名に色を付け、同じ人には毎回同じ色を与えます。"
"DeserokUtils","","","","Come in with more than this and nothing is marked.","これ以上のものを持って入ってきても何もマークされません。"
"DeserokUtils","","","","command",""
"DeserokUtils","","","","Commands",""
"DeserokUtils","","","","Compact",""
"DeserokUtils","","","","Content",""
"DeserokUtils","","","","Copy##castwatch",""
"DeserokUtils","","","","Copy##ifmo22",""
"DeserokUtils","","","","Copy##ifmo23",""
"DeserokUtils","","","","Copy##ifmo41",""
"DeserokUtils","","","","Copy##item20",""
"DeserokUtils","","","","Copy##item27",""
"DeserokUtils","","","","Copy##item36",""
"DeserokUtils","","","","counts when","いつカウントするか"
"DeserokUtils","","","","cycle",""
"DeserokUtils","","","","Daylight Pottery","デイライトポタリー"
"DeserokUtils","","","","Debuffs",""
"DeserokUtils","","","","Deep dungeon","ディープダンジョン"
"DeserokUtils","","","","DeserokUtils",""
"DeserokUtils","","","","Diagnostics to the Debug channel","デバッグ チャネルへの診断"
"DeserokUtils","","","","Disarm.",""
"DeserokUtils","","","","DrawSheathe",""
"DeserokUtils","","","","Dresser",""
"DeserokUtils","","","","Earshot",""
"DeserokUtils","","","","EmoteQuiet",""
"DeserokUtils","","","","Eureka, Bozja, Delubrum, Occult Crescent, Diadem, Cosmic Exploration","エウレカ、ボジャ、デルブラム、オカルト・クレセント、ディアデム、コズミック・エクスプロレーション"
"DeserokUtils","","","","every 60m","60mごと"
"DeserokUtils","","","","Everyone else","他のみんな"
"DeserokUtils","","","","Everyone gets a colour. These people get one you picked.","誰もが色を得る。これらの人々はあなたが選んだものを受け取ります。"
"DeserokUtils","","","","FATE",""
"DeserokUtils","","","","FC buffs","FCバフ"
"DeserokUtils","","","","Field operations","現場作業"
"DeserokUtils","","","","Fills in the job icon the party list leaves blank for members who are not in your zone.","パーティ リストのジョブ アイコンを埋めます。ゾーン内にいないメンバーは空白のままです。"
"DeserokUtils","","","","Find outfits you could pack away, and duplicates you did not know about.","収納できそうな衣装や、知らなかった重複アイテムを見つけてください。"
"DeserokUtils","","","","flag",""
"DeserokUtils","","","","Food reminder","食事リマインダー"
"DeserokUtils","","","","Frontlines, Crystalline Conflict, Rival Wings","最前線、結晶質の紛争、ライバルの翼"
"DeserokUtils","","","","Gate a macro line on whether an action actually went off.","アクションが実際に実行されたかどうかについてマクロ行をゲートします。"
"DeserokUtils","","","","Give a specific person their own shape. Type their name and home world exactly as the nameplate shows them, e.g. First Last@Server.","特定の人にその人なりの形を与える。ネームプレートに表示されているとおりに、名前と故郷を正確に入力します。最初と最後の@サーバー。"
"DeserokUtils","","","","Gives a macro the icon of the item it uses, or of whatever its name says it does.","マクロに、使用する項目のアイコン、またはその名前が示すとおりの機能のアイコンを与えます。"
"DeserokUtils","","","","Group size limit","グループサイズの制限"
"DeserokUtils","","","","Hide repeats from other players","他のプレイヤーからリピートを非表示にする"
"DeserokUtils","","","","Hide the game's own popup","ゲーム自体のポップアップを非表示にする"
"DeserokUtils","","","","Hold on screen","画面を長押ししてください"
"DeserokUtils","","","","Holding a key repeats it at its own rate rather than firing once per frame, so a key repeater and a held finger behave the same. Actions that make no sense repeated, like draw and sheathe, fire once however long you hold them.","キーを押し続けると、フレームごとに 1 回発火するのではなく、独自のレートでキーが繰り返されるため、キーリピーターと押した指は同じように動作します。抜く、納刀するなど、意味のない動作を繰り返すと、どれだけ長く続けても発射されます。"
"DeserokUtils","","","","How far above the anchor it floats, in screen pixels. This is the one that keeps it off the nameplate at range: a purely world-space offset shrinks with distance, so it collapses onto someone exactly when they are far away and small.","アンカーからどれだけ上に浮くか (画面ピクセル単位)。これは、射程内でネームプレートからそれを遠ざけるものです。純粋なワールド空間のオフセットは距離とともに縮小するため、遠く離れた、小さいときに正確に誰かの上に倒れます。"
"DeserokUtils","","","","In a Pot of Bother","面倒な鍋の中で"
"DeserokUtils","","","","Information",""
"DeserokUtils","","","","Inside /ifmo, /item and /useitem are read as the same thing -- that line is never handed to the game, so nothing can collide with it. On its own, the command is /dsuitem.","/ifmo 内では、/item と /useitem は同じものとして読み取られます。その行はゲームに渡されることはなく、何も衝突することはありません。単独のコマンドは /dsuitem です。"
"DeserokUtils","","","","Interact",""
"DeserokUtils","","","","It only ever runs a line you wrote. It cannot compose or send anything itself.","あなたが書いた行のみが実行されます。それ自体で何かを作成したり送信したりすることはできません。"
"DeserokUtils","","","","It went to a party member other than you. NOT for out-of-party rezzes; use --notself there.","あなた以外の パーティ メンバーに送られました。 パーティ 以外の rezz には使用できません。そこで --notself を使用します。"
"DeserokUtils","","","","It went to anyone but you. Catches a self-redirect -- Aurora and friends quietly retarget to you when the mouseover is invalid.","それはあなた以外の誰にも伝わりました。自己リダイレクトをキャッチします -- マウスオーバーが無効な場合、Aurora とその仲間たちは静かにあなたにリターゲットします。"
"DeserokUtils","","","","It went to you.","それはあなたのところに届きました。"
"DeserokUtils","","","","Items",""
"DeserokUtils","","","","Keeps the meld window open when melding for someone else, the way it already does for your own gear.","自分の装備の場合と同様に、他の人のために合成するときにも合成ウィンドウを開いたままにします。"
"DeserokUtils","","","","Keeps your Free Company's buffs running, and says something before one lapses.","フリーカンパニー のバフを継続し、バフが切れる前に何かを言います。"
"DeserokUtils","","","","last press: nothing yet","ラストプレス: まだ何もありません"
"DeserokUtils","","","","Leave dyed pieces alone","染めたものは放っておいてください"
"DeserokUtils","","","","Leave the world blank to match anyone with that name.","その名前を持つ誰かと一致させるには、世界を空白のままにしておきます。"
"DeserokUtils","","","","Let /micon name an item","/micon にアイテムに名前を付けます"
"DeserokUtils","","","","Macro extensions","マクロ拡張機能"
"DeserokUtils","","","","Macro icons","マクロアイコン"
"DeserokUtils","","","","Macro template","マクロテンプレート"
"DeserokUtils","","","","Mark colour","マークの色"
"DeserokUtils","","","","Marks",""
"DeserokUtils","","","","Marks your name in chat and plays a sound when somebody says it.","チャット内であなたの名前をマークし、誰かがその名前を言うと音を鳴らします。"
"DeserokUtils","","","","Max width","最大幅"
"DeserokUtils","","","","meaning",""
"DeserokUtils","","","","MeldWindow",""
"DeserokUtils","","","","Mouseover",""
"DeserokUtils","","","","Mouseover, else ordinary targeting. Good for Clemency.","マウスオーバー、それ以外の場合は通常のターゲット設定。クレメンシーにとっては良いことだ。"
"DeserokUtils","","","","Mouseover, then <2>, else ordinary targeting.","マウスオーバーしてから <2>、それ以外の場合は通常のターゲティング。"
"DeserokUtils","","","","Mouseover, then <2>, else send NOTHING.","マウスオーバーして <2> を押すと、何も送信されません。"
"DeserokUtils","","","","Needs to see the FATE in your instance first to start tracking, unless set by hand.","手動で設定しない限り、追跡を開始するには、まずインスタンス内の FATE を確認する必要があります。"
"DeserokUtils","","","","next",""
"DeserokUtils","","","","No command: cancel the macro if the action did not go off.","コマンドなし: アクションが実行されなかった場合はマクロをキャンセルします。"
"DeserokUtils","","","","Normal Chime","通常のチャイム"
"DeserokUtils","","","","not seen yet","まだ見られていない"
"DeserokUtils","","","","Note what you own on item tooltips","アイテムのツールチップに所有物をメモします"
"DeserokUtils","","","","Notes",""
"DeserokUtils","","","","nothing armed","何も武装していない"
"DeserokUtils","","","","NQ is spent before HQ. Phoenix Downs have no HQ, but potions do, and a macro that quietly reached for the better stack would cost money every press.","NQ は HQ より前に消費されます。フェニックス ダウンズには本部はありませんが、ポーションはあります。より良いスタックに静かに到達するマクロは、プレスするたびにコストがかかります。"
"DeserokUtils","","","","Nudge sideways","横に微調整する"
"DeserokUtils","","","","Nudge up/down","ナッジアップ/down"
"DeserokUtils","","","","Offer to move pieces into your Armoire","作品を戸棚に移動することを申し出る"
"DeserokUtils","","","","On screen for","画面上で"
"DeserokUtils","","","","On top of an automatic scale from your resolution, so this is taste rather than a fix for screen size — 1080p and 1440p already get the same apparent size at 1.00x.","解像度からの自動スケールに加えて、これは画面サイズの修正ではなく好みです。1080p と 1440p は、1.00x ですでに同じ見かけのサイズになります。"
"DeserokUtils","","","","One key that draws or sheathes, whichever is currently correct, with the Gold Saucer emotes where they work.","ゴールドソーサーのエモートが機能する、現時点で正しいものを引き出すか鞘に収める 1 つのキー。"
"DeserokUtils","","","","Only colour the people listed below","以下にリストされている人物のみに色を付けます"
"DeserokUtils","","","","Only exact tests are offered. Friendly/hostile guessed from object type puts pets, chocobos and friendly NPCs in a grey zone, and a filter that is usually right is worse than one that is not offered.","正確なテストのみが提供されます。オブジェクト タイプから推測される Friendly/hostile は、ペット、チョコボ、友好的な NPC をグレーゾーンに置き、通常は適切なフィルターは、提供されていないフィルターよりも悪いものとします。"
"DeserokUtils","","","","Only your own sounds are listed. Drop a file in that folder and it appears above.","自分のサウンドのみがリストされます。そのフォルダーにファイルをドロップすると、上に表示されます。"
"DeserokUtils","","","","Open my sounds folder","サウンドフォルダーを開く"
"DeserokUtils","","","","Open my sounds folder##earshot","サウンドフォルダー##earshotを開きます"
"DeserokUtils","","","","Open this window","このウィンドウを開きます"
"DeserokUtils","","","","Own file##raresound","自分のファイル##raresound"
"DeserokUtils","","","","Own file##sound","自分のファイル##sound"
"DeserokUtils","","","","Palace of the Dead, Heaven-on-High, Eureka Orthos -- for finding each other in the maze, not for telling you apart","死者の宮殿、ヘブン・オン・ハイ、エウレカ・オルトス -- 区別するためではなく、迷路の中でお互いを見つけるため"
"DeserokUtils","","","","Party leader","パーティ リーダー"
"DeserokUtils","","","","PartyJobs",""
"DeserokUtils","","","","people##marks_limit",""
"DeserokUtils","","","","Persistent Pots","永続的なポット"
"DeserokUtils","","","","Picked from the game's own company action list, so the names are never typed in.","ゲーム独自の企業アクション リストから選択されるため、名前が入力されることはありません。"
"DeserokUtils","","","","Placement",""
"DeserokUtils","","","","Play a sound when a duty starts without one","音なしで任務が開始されると音を鳴らします"
"DeserokUtils","","","","Play##raresound",""
"DeserokUtils","","","","Play##sound",""
"DeserokUtils","","","","Plays outside the game's mixer, so it ignores FFXIV's volume settings.","ゲームのミキサーの外で再生されるため、FFXIV の音量設定は無視されます。"
"DeserokUtils","","","","Pleading Pots","嘆願ポット"
"DeserokUtils","","","","PotWatch",""
"DeserokUtils","","","","prefer the /ifwatch <command> form","/ifwatch <command> 形式を好みます"
"DeserokUtils","","","","Prevents emote spam while the game's own log messages stay on, for a configurable amount of time.","設定可能な時間、ゲーム自体のログ メッセージが表示されたままになっている間、エモート スパムを防止します。"
"DeserokUtils","","","","Preview a random achievement","ランダムな実績をプレビューする"
"DeserokUtils","","","","Put a token where the target goes. Each candidate is checked against the action, and the first one it would actually land on is used.","ターゲットが行く場所にトークンを置きます。各候補はアクションに対してチェックされ、実際にヒットする最初の候補が使用されます。"
"DeserokUtils","","","","Put an icon on the screen until I eat","食事するまで画面にアイコンを表示します"
"DeserokUtils","","","","Put the scan and pack buttons on the glamour dresser","グラマードレッサーにスキャンボタンとパックボタンを設置します"
"DeserokUtils","","","","Put {who} in the /ifwatch line and it becomes whoever actually received the action.","/ifwatch 行に {who} を入力すると、実際にアクションを受け取った人になります。"
"DeserokUtils","","","","Puts an icon over the head of anyone carrying a status you name.","あなたが指定したステータスを持つ人の頭の上にアイコンを置きます。"
"DeserokUtils","","","","PvP",""
"DeserokUtils","","","","PvP###PvP",""
"DeserokUtils","","","","Quality of life","生活の質"
"DeserokUtils","","","","Rare below","以下レア"
"DeserokUtils","","","","Rare Chime","レアチャイム"
"DeserokUtils","","","","Rare message","レアメッセージ"
"DeserokUtils","","","","Rare sound","珍しい音"
"DeserokUtils","","","","Rarity",""
"DeserokUtils","","","","Reference · 3 topics","参考・3件のトピックス"
"DeserokUtils","","","","Refresh every 2 minutes while someone is away##partyjobs_poll","誰かがいない間は 2 分ごとに更新##partyjobs_poll"
"DeserokUtils","","","","Refresh now##partyjobs_refresh","今すぐ更新##partyjobs_refresh"
"DeserokUtils","","","","Remind me at max level too","最大レベルでもリマインドする"
"DeserokUtils","","","","Remind me in the open world too","オープンワールドでも思い出させて"
"DeserokUtils","","","","Reminder",""
"DeserokUtils","","","","Reminds you to eat while levelling, since any food is 3% experience.","どの食べ物も経験値 3% なので、レベリング中に食べることを思い出させます。"
"DeserokUtils","","","","Reopen the meld window after each meld","メルドを作成するたびにメルド ウィンドウを再度開きます"
"DeserokUtils","","","","Repairs",""
"DeserokUtils","","","","Report what is armed.","武装しているものを報告してください。"
"DeserokUtils","","","","Rescan",""
"DeserokUtils","","","","Rescan##earshot",""
"DeserokUtils","","","","Reset##dsu_text_reset",""
"DeserokUtils","","","","Reticle",""
"DeserokUtils","","","","Right now","今すぐ"
"DeserokUtils","","","","Rose",""
"DeserokUtils","","","","Run that command ONLY if the action went off.","アクションが実行された場合にのみ、そのコマンドを実行してください。"
"DeserokUtils","","","","seconds of quiet, per emote##eq_window","静かな秒数、エモートごと ##eq_window"
"DeserokUtils","","","","Separated by commas. Anything with a space in it works as a phrase.","カンマで区切ります。スペースが含まれているものはすべてフレーズとして機能します。"
"DeserokUtils","","","","Server bar","サーバーバー"
"DeserokUtils","","","","Settings",""
"DeserokUtils","","","","Shapes",""
"DeserokUtils","","","","Show a P2-style tag under the marker","マーカーの下に P2 スタイルのタグを表示します"
"DeserokUtils","","","","Show how many players have it","何人のプレイヤーがそれを持っているかを表示する"
"DeserokUtils","","","","Show in the server info bar","サーバー情報バーに表示"
"DeserokUtils","","","","Show one on me (for positioning)##debuffs","私に 1 つ表示します (測位用)##debuffs"
"DeserokUtils","","","","Show one on me (for positioning)##marks","私に 1 つ表示します (測位用)##marks"
"DeserokUtils","","","","Show point value","ポイント値を表示"
"DeserokUtils","","","","Show the description too","説明も表示"
"DeserokUtils","","","","Shows a console-style card with a chime when you earn an achievement.","実績を獲得すると、チャイムとともにコンソール スタイルのカードが表示されます。"
"DeserokUtils","","","","Silent in towns, and once you hit max level.","街中では静かで、レベルが最大になると。"
"DeserokUtils","","","","Size",""
"DeserokUtils","","","","Size##debuffs",""
"DeserokUtils","","","","Sound",""
"DeserokUtils","","","","Standard",""
"DeserokUtils","","","","Star",""
"DeserokUtils","","","","Suppress outgoing emote log messages","発信エモートログメッセージを抑制する"
"DeserokUtils","","","","Tall",""
"DeserokUtils","","","","Target filters","ターゲットフィルター"
"DeserokUtils","","","","Test##earshot",""
"DeserokUtils","","","","Test##food",""
"DeserokUtils","","","","The Occult Crescent: North Horn  (territory 1346)","オカルト三日月: ノース ホーン (領土 1346)"
"DeserokUtils","","","","The Occult Crescent: South Horn  (territory 1252)","オカルト三日月: サウスホーン (領土 1252)"
"DeserokUtils","","","","The test is ""would this action work on that target"", not ""is something under the cursor"". Pointing at an enemy while healing has to fall through to normal targeting, the way the vanilla macro does -- a presence check would send <mo> anyway and simply fail. If the action name cannot be read out of your line, it degrades to a presence check and says so in diagnostics rather than pretending.","テストは「カーソルの下に何かがあるかどうか」ではなく、「このアクションがそのターゲットに対して機能するかどうか」です。治癒中に敵を指すことは、バニラのマクロと同様に、通常のターゲティングに分類される必要があります。存在チェックはとにかく <mo> を送信し、単純に失敗します。アクション名が行から読み取れない場合は、存在チェックに低下し、ふりをするのではなく診断でそのように表示されます。"
"DeserokUtils","","","","The window grows with the text, so nothing runs out of its row.","ウィンドウはテキストとともに拡大するため、その行から何もなくなることはありません。"
"DeserokUtils","","","","The {who} token","{who} トークン"
"DeserokUtils","","","","This is the thing a vanilla macro cannot do: <mo> on the callout line is evaluated when THAT line runs, so a fallback macro that fell through from <mo> to <2> would announce your mouseover while someone else got the heal. Braces, not <who> -- angle brackets collide with the game's own placeholders. If the name cannot be resolved it becomes ""someone"" rather than eating the line.","これはバニラのマクロではできないことです。吹き出し行の <mo> は、その行の実行時に評価されるため、<mo> から <2> に失敗したフォールバック マクロは、他の誰かが回復している間にマウスオーバーを通知することになります。 <who> ではなく中括弧 -- 山括弧はゲーム自体のプレースホルダーと衝突します。名前が解決できない場合は、ラインを食べるのではなく、「誰か」になります。"
"DeserokUtils","","","","This only changes how someone already being marked looks. It never marks anyone.","これは、すでにマークされている人の見た目を変えるだけです。それは決して誰かをマークすることはありません。"
"DeserokUtils","","","","This replaces the twelve-line ghetto queue with a fallback at the bottom. That pattern works, but it has a race: press it while the GCD is still rolling and every mouseover line fails on cooldown, then the GCD expires onto the bare fallback line -- so it targets normally despite a perfectly good mouseover. The fallback sits last, which is exactly where it is most likely to win. One line has nothing to race.","これにより、12 行のゲットー キューが下部のフォールバックに置き換えられます。このパターンは機能しますが、競合があります。GCD がまだ回転している間に押すと、すべてのマウスオーバー ラインがクールダウンで失敗し、その後 GCD はベア フォールバック ラインで期限切れになります。そのため、マウスオーバーが完全に良好であるにもかかわらず、正常にターゲットになります。フォールバックは最後に位置し、まさにそれが最も勝つ可能性が高い場所です。 1 つのラインにはレースするものは何もありません。"
"DeserokUtils","","","","Tick the box for a colour of their own. Avoid red, blue and yellow in PvP - they are the Frontline team colours.","独自の色を選択するにはボックスにチェックを入れます。 PvP では赤、青、黄色は避けてください。これらはフロントラインのチームカラーです。"
"DeserokUtils","","","","Timing",""
"DeserokUtils","","","","Toast popup","トーストポップアップ"
"DeserokUtils","","","","token",""
"DeserokUtils","","","","Type the status name exactly as the game spells it, then pick a shape and colour.","ゲームの綴りどおりにステータス名を正確に入力し、形と色を選択します。"
"DeserokUtils","","","","Unbound",""
"DeserokUtils","","","","unbound##drawsheathe_set",""
"DeserokUtils","","","","unbound##interact_set",""
"DeserokUtils","","","","unbound##openwindow_set",""
"DeserokUtils","","","","Unlock message","ロック解除メッセージ"
"DeserokUtils","","","","Use an item on a target from a macro. The game has no command that does this -- there is no /item and no /use in any of its 541 text commands -- even though an item dragged onto a hotbar uses on your target perfectly well.","マクロからターゲット上のアイテムを使用します。このゲームにはこれを行うコマンドがありません。ホットバーにドラッグされたアイテムはターゲット上で完全に使用されますが、541 個のテキスト コマンドの中に /item も /use もありません。"
"DeserokUtils","","","","Use the macro's name when it has no /micon","/micon がない場合はマクロ名を使用します。"
"DeserokUtils","","","","Visual",""
"DeserokUtils","","","","Volume",""
"DeserokUtils","","","","Volume##earshot",""
"DeserokUtils","","","","Volume##food",""
"DeserokUtils","","","","Warns at: 10m, 5m before.","10m前、5m前で警告します。"
"DeserokUtils","","","","Warns you before an Occult Crescent pot FATE spawns. Four FATEs, on a cycle the game shows nowhere.","オカルト三日月ポット FATE がスポーンする前に警告します。 4 つの FATE、サイクル上、ゲームはどこにも表示されません。"
"DeserokUtils","","","","what it does","それは何をするのか"
"DeserokUtils","","","","Where",""
"DeserokUtils","","","","Where on the character the marker anchors, in yalms -- roughly head height. Lalafell and Roegadyn differ by enough that one number will not suit both.","マーカーがキャラクター上のどこに固定されるか、ヤルム単位で、おおよそ頭の高さです。ララフェルとローガディンは、1 つの数字が両方に適合しないほど大きく異なります。"
"DeserokUtils","","","","Works for instant casts and oGCDs, which have no cast bar to watch.","監視するキャスト バーがないインスタント キャストおよび oGCD で機能します。"
"DeserokUtils","","","","Wrap it in /ifmo to get the chain: /ifmo /item ""Phoenix Down"" {mo|t} checks whether the item would actually work on your mouseover, falls back to your target if it would not, and sends exactly one attempt.","これを /ifmo でラップしてチェーンを取得します。 /ifmo /item ""Phoenix Down"" {mo|t} は、アイテムがマウスオーバーで実際に機能するかどうかを確認し、機能しない場合はターゲットにフォールバックし、試行を 1 回だけ送信します。"
"DeserokUtils","","","","{mo|2|noop}","{月|2|ヌープ}"
"DeserokUtils","","","","{mo|2}","{for|2}"
"DeserokUtils","","","","{mo}","{のために}"
"DeserokUtils","","","","⚠ The tail matters, and differs per action. Cover cannot target you, so ordinary targeting just no-ops. Heart of Corundum CAN target you, so the same fallthrough quietly spends a cooldown on yourself that you pressed for somebody else. That is what noop is for.","⚠ 尻尾は重要であり、アクションごとに異なります。カバーではあなたをターゲットにできないため、通常のターゲットは何もしなくて済みます。 Heart of Corundumはあなたをターゲットにすることができるので、同じフォールスルーはあなたが他の人のために押したクールダウンをあなた自身に静かに費やします。それが noop の目的です。"
"DeserokUtils","","","","コンパクト###Compact",""
"DeserokUtils","","","","チャット###Chat",""
"DeserokUtils","","","","標準###Standard",""
