Plugin,Menu,Section,Type,English,Japanese
"WaymarkStudio","","","","Only place draft markers if real waymarks are unavailable, such as while in combat, duty recorder, or while character is occupied.","ドラフトマーカーは、戦闘中、任務記録中、またはキャラクターが占領されている間など、実際のウェイマークが利用できない場合にのみ配置してください。"
"WaymarkStudio","","","","Open World","オープンワールド"
"WaymarkStudio","","","","Other",""
"WaymarkStudio","","","","Outer/Centerstage","アウター/Centerstage"
"WaymarkStudio","","","","Ozma",""
"WaymarkStudio","","","","P1 Toxic Friends","P1 トキシック・フレンズ"
"WaymarkStudio","","","","P2 Afk Spots","P2 AFK スポット"
"WaymarkStudio","","","","P2 Tired","P2 疲れた"
"WaymarkStudio","","","","Pari BD spurning","パリBDの質問"
"WaymarkStudio","","","","Pari corner uptime","パリコーナーの稼働時間"
"WaymarkStudio","","","","Phase 1 - Para 3","フェーズ 1 - パラ 3"
"WaymarkStudio","","","","Phase 1 Knights","フェーズ 1 ナイツ"
"WaymarkStudio","","","","Phase 2 (PF-consistent)","フェーズ 2 (PF 一貫性)"
"WaymarkStudio","","","","Phase 2 - Akanthai: Act 2 Melee Uptime","フェーズ 2 - アカンタイ: Act 2 近接攻撃の稼働時間"
"WaymarkStudio","","","","Phase 2 - JP Strat (Mochi-bagel)","フェーズ 2 - JP ストラト (もちベーグル)"
"WaymarkStudio","","","","Phase 2 - Kichiro Strat","フェーズ 2 - キチロ ストラト"
"WaymarkStudio","","","","Phase 2 - Markers for Akanthai: Act 2 potisons","フェーズ 2 - アカンタイのマーカー: 第 2 幕の薬"
"WaymarkStudio","","","","Phase 2 - Neverland Caloric","フェーズ 2 - ネバーランド カロリー"
"WaymarkStudio","","","","Phase 2 - Papan Caloric","フェーズ 2 - パパン カロリー"
"WaymarkStudio","","","","Phase 2 Colors","フェーズ 2 の色"
"WaymarkStudio","","","","Phase 2 Swords","フェーズ2の剣"
"WaymarkStudio","","","","Place Circle draft markers on guide cardinals","ガイド基数にサークルドラフトマーカーを配置します"
"WaymarkStudio","","","","Place Draft","ドラフトを配置する"
"WaymarkStudio","","","","Place Guide","場所案内"
"WaymarkStudio","","","","Place Square draft markers on guide intercardinals
Right click to swap","ガイド基間部に正方形のドラフト マーカーを配置します。
右クリックして入れ替えます"
"WaymarkStudio","","","","Place Trigger","トリガーを配置する"
"WaymarkStudio","","","","Position:",""
"WaymarkStudio","","","","Preset Library","プリセットライブラリ"
"WaymarkStudio","","","","Preset:",""
"WaymarkStudio","","","","Primary",""
"WaymarkStudio","","","","Protean Position Waymarkers","変幻自在のポジションウェイマーカー"
"WaymarkStudio","","","","Quadrants",""
"WaymarkStudio","","","","Radius:",""
"WaymarkStudio","","","","Recently Seen (101955656)","最近見たもの (101955656)"
"WaymarkStudio","","","","Recently Seen (1038830280)","最近見たもの (1038830280)"
"WaymarkStudio","","","","Recently Seen (1322970081)","最近見たもの (1322970081)"
"WaymarkStudio","","","","Recently Seen (133027485)","最近見たもの (133027485)"
"WaymarkStudio","","","","Recently Seen (1362964326)","最近見たもの (1362964326)"
"WaymarkStudio","","","","Recently Seen (1460457012)","最近見たもの (1460457012)"
"WaymarkStudio","","","","Recently Seen (1565736570)","最近見たもの (1565736570)"
"WaymarkStudio","","","","Recently Seen (1608149764)","最近見たもの (1608149764)"
"WaymarkStudio","","","","Recently Seen (1799028475)","最近見たもの (1799028475)"
"WaymarkStudio","","","","Recently Seen (1870258437)","最近見たもの (1870258437)"
"WaymarkStudio","","","","Recently Seen (1871235536)","最近見たもの (1871235536)"
"WaymarkStudio","","","","Recently Seen (1902821452)","最近見たもの (1902821452)"
"WaymarkStudio","","","","Recently Seen (194745301)","最近見たもの (194745301)"
"WaymarkStudio","","","","Recently Seen (2061570961)","最近見たもの (2061570961)"
"WaymarkStudio","","","","Recently Seen (2217081741)","最近見たもの (2217081741)"
"WaymarkStudio","","","","Recently Seen (2420493955)","最近見たもの (2420493955)"
"WaymarkStudio","","","","Recently Seen (2420973190)","最近見たもの (2420973190)"
"WaymarkStudio","","","","Recently Seen (2422592320)","最近見たもの (2422592320)"
"WaymarkStudio","","","","Recently Seen (2597421772)","最近見たもの (2597421772)"
"WaymarkStudio","","","","Recently Seen (2704335907)","最近見たもの (2704335907)"
"WaymarkStudio","","","","Recently Seen (2752815732)","最近見たもの (2752815732)"
"WaymarkStudio","","","","Recently Seen (280234308)","最近見たもの (280234308)"
"WaymarkStudio","","","","Recently Seen (2883923004)","最近見たもの (2883923004)"
"WaymarkStudio","","","","Recently Seen (2923592308)","最近見たもの (2923592308)"
"WaymarkStudio","","","","Recently Seen (3084915627)","最近見たもの (3084915627)"
"WaymarkStudio","","","","Recently Seen (3106716850)","最近見たもの (3106716850)"
"WaymarkStudio","","","","Recently Seen (3154954811)","最近見たもの (3154954811)"
"WaymarkStudio","","","","Recently Seen (3165923915)","最近見たもの (3165923915)"
"WaymarkStudio","","","","Recently Seen (3306031183)","最近見たもの (3306031183)"
"WaymarkStudio","","","","Recently Seen (3400061926)","最近見たもの (3400061926)"
"WaymarkStudio","","","","Recently Seen (3523120599)","最近見たもの (3523120599)"
"WaymarkStudio","","","","Recently Seen (3527167149)","最近見たもの (3527167149)"
"WaymarkStudio","","","","Recently Seen (3565060193)","最近見たもの (3565060193)"
"WaymarkStudio","","","","Recently Seen (3593334003)","最近見たもの (3593334003)"
"WaymarkStudio","","","","Recently Seen (3613582299)","最近見たもの (3613582299)"
"WaymarkStudio","","","","Recently Seen (3649064420)","最近見たもの (3649064420)"
"WaymarkStudio","","","","Recently Seen (3665805680)","最近見たもの (3665805680)"
"WaymarkStudio","","","","Recently Seen (3684387347)","最近見たもの (3684387347)"
"WaymarkStudio","","","","Recently Seen (3730048147)","最近見たもの (3730048147)"
"WaymarkStudio","","","","Recently Seen (3767697585)","最近見たもの (3767697585)"
"WaymarkStudio","","","","Recently Seen (3831628314)","最近見たもの (3831628314)"
"WaymarkStudio","","","","Recently Seen (3845936565)","最近見たもの (3845936565)"
"WaymarkStudio","","","","Recently Seen (3872574851)","最近見たもの (3872574851)"
"WaymarkStudio","","","","Recently Seen (4099472235)","最近見たもの (4099472235)"
"WaymarkStudio","","","","Recently Seen (415120538)","最近見たもの (415120538)"
"WaymarkStudio","","","","Recently Seen (4247104286)","最近見たもの (4247104286)"
"WaymarkStudio","","","","Recently Seen (436461802)","最近見たもの (436461802)"
"WaymarkStudio","","","","Recently Seen (438016100)","最近見たもの (438016100)"
"WaymarkStudio","","","","Recently Seen (45880242)","最近見たもの (45880242)"
"WaymarkStudio","","","","Recently Seen (472711465)","最近見たもの (472711465)"
"WaymarkStudio","","","","Recently Seen (72127945)","最近見たもの (72127945)"
"WaymarkStudio","","","","Recently Seen (772517449)","最近見たもの (772517449)"
"WaymarkStudio","","","","Recently Seen (895133816)","最近見た (895133816)"
"WaymarkStudio","","","","Rectangle Guide","長方形ガイド"
"WaymarkStudio","","","","Replace draft markers with real waymarks","ドラフトマーカーを実際のウェイマークに置き換えます"
"WaymarkStudio","","","","Rings:",""
"WaymarkStudio","","","","Role Groups + Meteor Markers","役割グループ + 流星マーカー"
"WaymarkStudio","","","","Rotate 90° Clockwise","時計回りに 90°回転"
"WaymarkStudio","","","","Rotation:",""
"WaymarkStudio","","","","Safespot for Snakes","ヘビの安全な場所"
"WaymarkStudio","","","","Safespots for Visceral Whirl","内臓旋回のためのセーフスポット"
"WaymarkStudio","","","","Save and Close","保存して閉じる"
"WaymarkStudio","","","","Save current draft to saved presets","現在のドラフトを保存されたプリセットに保存します"
"WaymarkStudio","","","","Save Draft","ドラフトの保存"
"WaymarkStudio","","","","Save Waymarks to presets","ウェイマークをプリセットに保存"
"WaymarkStudio","","","","Saved Presets","保存されたプリセット"
"WaymarkStudio","","","","Seen",""
"WaymarkStudio","","","","Snap marker, trigger, and guide cursor to the grid.
If you have placed a guide, this will also snap cursor to helpful points on the guide.","マーカー、トリガー、ガイド カーソルをグリッドにスナップします。
ガイドを配置している場合は、カーソルがガイド上の役立つポイントにスナップされます。"
"WaymarkStudio","","","","Snap to grid","グリッドにスナップ"
"WaymarkStudio","","","","Spokes:",""
"WaymarkStudio","","","","Sprite Room","スプライトルーム"
"WaymarkStudio","","","","Standard",""
"WaymarkStudio","","","","Standard with Uptime Cardinals","Uptime Cardinals を備えた標準"
"WaymarkStudio","","","","Standard/Clocks","標準/Clocks"
"WaymarkStudio","","","","Static Aetherletting","静的イーサレッティング"
"WaymarkStudio","","","","Stygimoloch Lord","スティギモロク卿"
"WaymarkStudio","","","","Sword Dancer","ソードダンサー"
"WaymarkStudio","","","","Swordmaster",""
"WaymarkStudio","","","","Tagteam Safespots","タッグチームのセーフスポット"
"WaymarkStudio","","","","The Dancing Plague (Titania) - PF","踊る疫病 (ティターニア) - PF"
"WaymarkStudio","","","","The Queen",""
"WaymarkStudio","","","","The Queen Braindead","女王ブレインデッド"
"WaymarkStudio","","","","The Queen's Guard","女王の衛兵"
"WaymarkStudio","","","","Titan Goal Positions + Primal Roulette Positions","タイタンのゴール位置 + プライマル ルーレットの位置"
"WaymarkStudio","","","","Toxic Friends (Inside Corner Prey)","トキシック・フレンズ (インサイド・コーナー・プレイ)"
"WaymarkStudio","","","","Toxic Friends (Outside Corner Prey)","トキシック・フレンズ (アウトサイド・コーナー・プレイ)"
"WaymarkStudio","","","","Triangle + ABC Cardinals","トライアングル + ABC カージナルス"
"WaymarkStudio","","","","Trigger Editor","トリガーエディター"
"WaymarkStudio","","","","Trinity Avowed","三位一体を認める"
"WaymarkStudio","","","","Trinity Seeker","トリニティ・シーカー"
"WaymarkStudio","","","","Twin Snakes","ツインスネーク"
"WaymarkStudio","","","","Uptime Boulders + Uptime Gaols","アップタイム ボルダーズ + アップタイム 刑務所"
"WaymarkStudio","","","","Uptime Defamations","稼働時間中傷"
"WaymarkStudio","","","","Uptime Intercardinal Clouds","稼働時間心臓間雲"
"WaymarkStudio","","","","Uptime Sunrise","稼働時間日の出"
"WaymarkStudio","","","","Use real waymarks","本物のウェイマークを使用する"
"WaymarkStudio","","","","Valith's guide/strat waymarks","Valith のガイド/strat ウェイマーク"
"WaymarkStudio","","","","Witch Hunt","魔女 モブハント"
"WaymarkStudio","","","","WMS",""
"WaymarkStudio","","","","WPP",""
"WaymarkStudio","","","","その他",""
"WaymarkStudio","","","","ぽしうめ　15m",""
"WaymarkStudio","","","","アドバンスド・ヴァリアントダンジョン 商客物語",""
"WaymarkStudio","","","","アナザーダンジョン 異聞アロアロ島",""
"WaymarkStudio","","","","アナザーダンジョン 異聞アロアロ島 零式",""
"WaymarkStudio","","","","アナザーダンジョン 異聞シラディハ水道",""
"WaymarkStudio","","","","アナザーダンジョン 異聞シラディハ水道 零式",""
"WaymarkStudio","","","","アナザーダンジョン 異聞六根山",""
"WaymarkStudio","","","","アナザーダンジョン 異聞六根山 零式",""
"WaymarkStudio","","","","アナザーダンジョン 異聞商客物語",""
"WaymarkStudio","","","","クルペの層",""
"WaymarkStudio","","","","グンヒルド・ディルーブラム零式",""
"WaymarkStudio","","","","ディルムの層",""
"WaymarkStudio","","","","ノコセロの層",""
"WaymarkStudio","","","","ハムとん式",""
"WaymarkStudio","","","","バルデシオンアーセナル：最上層",""
"WaymarkStudio","","","","万魔殿パンデモニウム零式：天獄編1",""
"WaymarkStudio","","","","万魔殿パンデモニウム零式：天獄編2",""
"WaymarkStudio","","","","万魔殿パンデモニウム零式：天獄編3",""
"WaymarkStudio","","","","万魔殿パンデモニウム零式：天獄編4",""
"WaymarkStudio","","","","万魔殿パンデモニウム零式：煉獄編1",""
"WaymarkStudio","","","","万魔殿パンデモニウム零式：煉獄編2",""
"WaymarkStudio","","","","万魔殿パンデモニウム零式：煉獄編3",""
"WaymarkStudio","","","","万魔殿パンデモニウム零式：煉獄編4",""
"WaymarkStudio","","","","万魔殿パンデモニウム零式：辺獄編1",""
"WaymarkStudio","","","","万魔殿パンデモニウム零式：辺獄編2",""
"WaymarkStudio","","","","万魔殿パンデモニウム零式：辺獄編3",""
"WaymarkStudio","","","","万魔殿パンデモニウム零式：辺獄編4",""
"WaymarkStudio","","","","上層2",""
"WaymarkStudio","","","","下層",""
"WaymarkStudio","","","","中層2",""
"WaymarkStudio","","","","人魚ダリア",""
"WaymarkStudio","","","","内側マーカー",""
"WaymarkStudio","","","","再生編1",""
"WaymarkStudio","","","","再生編2",""
"WaymarkStudio","","","","再生編3",""
"WaymarkStudio","","","","再生編4",""
"WaymarkStudio","","","","前半マーカー",""
"WaymarkStudio","","","","名前：",""
"WaymarkStudio","","","","固定オリジナル外側用",""
"WaymarkStudio","","","","基本マーカー",""
"WaymarkStudio","","","","外村範囲ぴったりマーカー",""
"WaymarkStudio","","","","天秤の層",""
"WaymarkStudio","","","","天象の鎖",""
"WaymarkStudio","","","","実り豊かな大地",""
"WaymarkStudio","","","","希望の園エデン零式：共鳴編1",""
"WaymarkStudio","","","","希望の園エデン零式：共鳴編2",""
"WaymarkStudio","","","","希望の園エデン零式：共鳴編3",""
"WaymarkStudio","","","","希望の園エデン零式：共鳴編4",""
"WaymarkStudio","","","","希望の園エデン零式：再生編1",""
"WaymarkStudio","","","","希望の園エデン零式：再生編2",""
"WaymarkStudio","","","","希望の園エデン零式：再生編3",""
"WaymarkStudio","","","","希望の園エデン零式：再生編4",""
"WaymarkStudio","","","","希望の園エデン零式：覚醒編1",""
"WaymarkStudio","","","","希望の園エデン零式：覚醒編3",""
"WaymarkStudio","","","","希望の園エデン零式：覚醒編4",""
"WaymarkStudio","","","","彩り豊かな入江",""
"WaymarkStudio","","","","後半マーカー",""
"WaymarkStudio","","","","教皇庁フェーズ",""
"WaymarkStudio","","","","新生エオルゼア",""
"WaymarkStudio","","","","智徳の層",""
"WaymarkStudio","","","","暁月のフィナーレ",""
"WaymarkStudio","","","","最上層1",""
"WaymarkStudio","","","","最上層2",""
"WaymarkStudio","","","","極ウォーリア・オブ・ライト討滅戦",""
"WaymarkStudio","","","","極エターナルクイーン討滅戦",""
"WaymarkStudio","","","","極エターナルクイーン討滅戦 - AutoImported",""
"WaymarkStudio","","","","極エヌオー討滅戦",""
"WaymarkStudio","","","","極エヌオー討滅戦 - AutoImported",""
"WaymarkStudio","","","","極エメラルドウェポン破壊作戦",""
"WaymarkStudio","","","","極グラシャラボラス討滅戦",""
"WaymarkStudio","","","","極ゴルベーザ討滅戦",""
"WaymarkStudio","","","","極ゼレニア討滅戦",""
"WaymarkStudio","","","","極ゼロムス",""
"WaymarkStudio","","","","極ゼロムス討滅戦",""
"WaymarkStudio","","","","極ゼロムス討滅戦 - AutoImported",""
"WaymarkStudio","","","","極ゾディアーク討滅戦",""
"WaymarkStudio","","","","極ゾラージャ討滅戦",""
"WaymarkStudio","","","","極ゾラージャ討滅戦 - AutoImported",""
"WaymarkStudio","","","","極ダイヤウェポン捕獲作戦",""
"WaymarkStudio","","","","極ティターニア討滅戦",""
"WaymarkStudio","","","","極ハイデリン討滅戦",""
"WaymarkStudio","","","","極ハーデス討滅戦",""
"WaymarkStudio","","","","極バルバリシア討滅戦",""
"WaymarkStudio","","","","極ルビカンテ",""
"WaymarkStudio","","","","極ルビカンテ討滅戦",""
"WaymarkStudio","","","","極ルビーウェポン破壊作戦",""
"WaymarkStudio","","","","極ヴァリガルマンダ討滅戦",""
