Plugin,Menu,Section,Type,English,Japanese
"TextToTalk","","","","Delete preset##AD2A82B3F4A7782","プリセット##AD2A82B3F4A7782を削除"
"TextToTalk","","","","Delete##9B0752A09FFCFE08",""
"TextToTalk","","","","Detrimental Effect On Enemy Ended","敵への悪影響が終了"
"TextToTalk","","","","Detrimental Effect On Other Player","他のプレイヤーへの悪影響"
"TextToTalk","","","","Detrimental Effects Inflicted By You","あなたが与えた有害な影響"
"TextToTalk","","","","Don't see all of your voices?##D282A164000D886","すべての声が表示されない場合は、##D282A164000D886"
"TextToTalk","","","","Echo",""
"TextToTalk","","","","Edit##33F7FACD114B9A6E",""
"TextToTalk","","","","Enable ""X says:"" when people speak","人々が話すときに「X はこう言いました」を有効にする"
"TextToTalk","","","","Enable all (including undocumented)","すべて有効にする (文書化されていないものを含む)"
"TextToTalk","","","","Enable all chat types (including undocumented)","すべてのチャット タイプを有効にする (文書化されていないものを含む)"
"TextToTalk","","","","Enable Keybind##A4C232E3DA307850","キーバインド##A4C232E3DA307850を有効にする"
"TextToTalk","","","","Enemy Defeated By You","あなたが倒した敵"
"TextToTalk","","","","Error Message","エラーメッセージ"
"TextToTalk","","","","Exclusions",""
"TextToTalk","","","","Experimental",""
"TextToTalk","","","","Failed Action Used On You","あなたに使用された失敗したアクション"
"TextToTalk","","","","Failed Attacks On You","あなたへの攻撃は失敗しました"
"TextToTalk","","","","FC Announcement","FCのお知らせ"
"TextToTalk","","","","FC Login","FCログイン"
"TextToTalk","","","","Female preset(s)##82B67AE39011E9B3","女性プリセット##82B67AE39011E9B3"
"TextToTalk","","","","Free Company",""
"TextToTalk","","","","Free Company Announcement","フリーカンパニー のお知らせ"
"TextToTalk","","","","Free Company Login Logout","フリーカンパニー ログイン ログアウト"
"TextToTalk","","","","Free Company Member Login Notifications","フリーカンパニー会員ログインのお知らせ"
"TextToTalk","","","","Gain Buff","バフを得る"
"TextToTalk","","","","Gain Debuff","デバフを得る"
"TextToTalk","","","","Gathering",""
"TextToTalk","","","","Gathering System Message","採集 システムメッセージ"
"TextToTalk","","","","General",""
"TextToTalk","","","","Glamour Notifications","魅力的な通知"
"TextToTalk","","","","Gm Free Company","Gm フリーカンパニー"
"TextToTalk","","","","Gm Linkshell 1","Gm リンクシェル 1"
"TextToTalk","","","","Gm Linkshell 2","Gm リンクシェル 2"
"TextToTalk","","","","Gm Linkshell 3","Gm リンクシェル 3"
"TextToTalk","","","","Gm Linkshell 4","Gm リンクシェル 4"
"TextToTalk","","","","Gm Linkshell 5","Gm リンクシェル 5"
"TextToTalk","","","","Gm Linkshell 6","Gm リンクシェル 6"
"TextToTalk","","","","Gm Linkshell 7","Gm リンクシェル 7"
"TextToTalk","","","","Gm Linkshell 8","Gm リンクシェル 8"
"TextToTalk","","","","Gm Novice Network","GM 初心者ネットワーク"
"TextToTalk","","","","Gm Party","Gm パーティ"
"TextToTalk","","","","Gm Say","GM セイ"
"TextToTalk","","","","Gm Shout","GMシャウト"
"TextToTalk","","","","Gm Tell","GMテル"
"TextToTalk","","","","Gm Yell","GMエール"
"TextToTalk","","","","Healing",""
"TextToTalk","","","","If multiple presets are selected per gender, they will be randomly assigned to characters.","性別ごとに複数のプリセットが選択されている場合、それらはランダムにキャラクターに割り当てられます。"
"TextToTalk","","","","Item",""
"TextToTalk","","","","Keybinds##E2C8647A90E78793",""
"TextToTalk","","","","Lexicons",""
"TextToTalk","","","","Limit player TTS frequency","プレーヤーの TTS 頻度を制限する"
"TextToTalk","","","","Looking for more lexicons? Have a look at our community lexicons list!","さらに辞書をお探しですか?コミュニティの辞書リストをご覧ください。"
"TextToTalk","","","","Loot",""
"TextToTalk","","","","Loot Message","戦利品メッセージ"
"TextToTalk","","","","Loot Notice","戦利品の通知"
"TextToTalk","","","","Loot Roll","戦利品ロール"
"TextToTalk","","","","Lose Buff","バフを失う"
"TextToTalk","","","","Lose Debuff","デバフを失う"
"TextToTalk","","","","LS 1","LS1"
"TextToTalk","","","","LS 2","LS2"
"TextToTalk","","","","LS 3","LS3"
"TextToTalk","","","","LS 4","LS4"
"TextToTalk","","","","LS 5","LS5"
"TextToTalk","","","","LS 6","LS6"
"TextToTalk","","","","LS 7","LS7"
"TextToTalk","","","","LS 8","LS8"
"TextToTalk","","","","Male preset(s)##FEB893FD42E1C814","男性プリセット##FEB893FD42E1C814"
"TextToTalk","","","","Message Book","メッセージブック"
"TextToTalk","","","","Miss",""
"TextToTalk","","","","Name",""
"TextToTalk","","","","New preset##43A6813F7E63D8B4","新しいプリセット##43A6813F7E63D8B4"
"TextToTalk","","","","New preset##640F81D06623A36D","新しいプリセット##640F81D06623A36D"
"TextToTalk","","","","None",""
"TextToTalk","","","","Notice",""
"TextToTalk","","","","Novice Network","初心者ネットワーク"
"TextToTalk","","","","Novice Network System","初心者向けネットワークシステム"
"TextToTalk","","","","NPC Dialogue","NPCの会話"
"TextToTalk","","","","NPC Dialogue Announcements","NPC対話のお知らせ"
"TextToTalk","","","","NPC name##BBC1E8667C639D91","NPC名##BBC1E8667C639D91"
"TextToTalk","","","","NPC Voices","NPCの声"
"TextToTalk","","","","Only read messages from you","あなたからのメッセージだけを読んでください"
"TextToTalk","","","","Open Lexicon Repository","レキシコンリポジトリを開く"
"TextToTalk","","","","Open Lexicon##86D12B69EA6FD30B","辞書を開く##86D12B69EA6FD30B"
"TextToTalk","","","","Orchestrion",""
"TextToTalk","","","","Party",""
"TextToTalk","","","","Party Finder State","パーティ ファインダーの状態"
"TextToTalk","","","","Periodic Recruitment Notification","定期募集のお知らせ"
"TextToTalk","","","","Player name##7B4EF7A4F3B996CB","プレイヤー名##7B4EF7A4F3B996CB"
"TextToTalk","","","","Player Voices","プレイヤーの声"
"TextToTalk","","","","Player world##911503C1B4AE4D0A","プレイヤーワールド##911503C1B4AE4D0A"
"TextToTalk","","","","Preset",""
"TextToTalk","","","","Preset name##770382505F0DF7E0","プリセット名##770382505F0DF7E0"
"TextToTalk","","","","Preset##65DBF8D186FB0E45",""
"TextToTalk","","","","Preset##DA0AE209ECA1638F",""
"TextToTalk","","","","Progress",""
"TextToTalk","","","","PvP Team","PvPチーム"
"TextToTalk","","","","Pvp Team Announcement","PvPチームの発表"
"TextToTalk","","","","Pvp Team Login Logout","PvP チームログイン ログアウト"
"TextToTalk","","","","Random Number","乱数"
"TextToTalk","","","","Rate##2963A25E96D3FC7",""
"TextToTalk","","","","Read NPC dialogue from the battle dialogue window","戦闘ダイアログウィンドウからNPCの会話を読む"
"TextToTalk","","","","Read NPC dialogue from the dialogue window","ダイアログウィンドウからNPCのダイアログを読む"
"TextToTalk","","","","Recommended for trigger use","トリガー使用に推奨"
"TextToTalk","","","","Retainer Sale","リテイナー セール"
"TextToTalk","","","","Say",""
"TextToTalk","","","","Set specific voice presets for NPCs using the options below.","以下のオプションを使用して、NPC に特定の音声プリセットを設定します。"
"TextToTalk","","","","Set specific voice presets for players using the options below.","以下のオプションを使用して、プレーヤーに特定の音声プリセットを設定します。"
"TextToTalk","","","","Shout",""
"TextToTalk","","","","Sign",""
"TextToTalk","","","","Skip messages from you","あなたからのメッセージをスキップする"
"TextToTalk","","","","Standard Emote","標準エモート"
"TextToTalk","","","","SteelSeries Sonar - Aux (SteelSeries Sonar Virtual Audio Device)","SteelSeries Sonar - Aux (SteelSeries Sonar 仮想オーディオ デバイス)"
"TextToTalk","","","","Synthesizer Settings","シンセサイザーの設定"
"TextToTalk","","","","System",""
"TextToTalk","","","","System Error","システムエラー"
"TextToTalk","","","","System Message","システムメッセージ"
"TextToTalk","","","","Tell Incoming","着信を伝える"
"TextToTalk","","","","Tell Outgoing","発信する"
"TextToTalk","","","","Test##A70FDB42768721D",""
"TextToTalk","","","","This TTS provider is only supported on Windows.","この TTS プロバイダーは Windows でのみサポートされます。"
"TextToTalk","","","","Triggers",""
"TextToTalk","","","","Triggers/Exclusions","トリガー/Exclusions"
"TextToTalk","","","","TTS Toggle Keybind##9FC8263529A55F51","TTS トグルキーバインド##9FC8263529A55F51"
"TextToTalk","","","","Ungendered preset(s)##15ECF98C47371A42","性別なしのプリセット ##15ECF98C47371A42"
"TextToTalk","","","","Urgent",""
"TextToTalk","","","","Use gendered voice presets##731A0AD3FD051161","性別の音声プリセットを使用する##731A0AD3FD051161"
"TextToTalk","","","","Use NPC voice presets","NPC音声プリセットを使用する"
"TextToTalk","","","","Use player voice presets","プレーヤーの音声プリセットを使用する"
"TextToTalk","","","","Voice backend##810EC33C3A8CFA83","音声バックエンド##810EC33C3A8CFA83"
"TextToTalk","","","","Voice##66DA2B6947A62662",""
"TextToTalk","","","","Voices##2F8559E4E5347EAA",""
"TextToTalk","","","","VOICEVOX 猫使ビィ ノーマル (JA) - Female",""
"TextToTalk","","","","Volume##94AEE5D1B3E559EC",""
"TextToTalk","","","","Volume##FF663C802F581974",""
"TextToTalk","","","","Wiki",""
"TextToTalk","","","","World",""
"TextToTalk","","","","Yell",""
"TextToTalk","","","","なし###None",""
"TextToTalk","","","","アイテム###Item",""
"TextToTalk","","","","アライアンス###Alliance",""
"TextToTalk","","","","アラーム###Alarm",""
"TextToTalk","","","","デバッグ###Debug",""
"TextToTalk","","","","フリーカンパニー###Free Company",""
"TextToTalk","","","","戦利品###Loot",""
"TextToTalk","","","","採集###Gathering",""
"TextToTalk","","","","操作###Action",""
"TextToTalk","","","","製作###Crafting",""
