Plugin,Menu,Section,Type,English,Japanese
"NearbyPlayerList","","","","Action",""
"NearbyPlayerList","","","","Adds A, ! and a skull to the strip for show all, show the hurt, and show only the dead. The current mode is highlighted, in its own group separated from the window buttons.","A、!を追加します。そして頭蓋骨をストリップに置いて、すべてを見せ、傷を見せ、死者だけを見せます。現在のモードは、ウィンドウ ボタンから分離された独自のグループ内で強調表示されます。"
"NearbyPlayerList","","","","Alaqa Qestir",""
"NearbyPlayerList","","","","Albus Ura",""
"NearbyPlayerList","","","","Alice Azur","アリス・アズール"
"NearbyPlayerList","","","","Alphabetically",""
"NearbyPlayerList","","","","Also tint the box background","ボックスの背景にも色を付けます"
"NearbyPlayerList","","","","Alt + left click","Alt + 左クリック"
"NearbyPlayerList","","","","Alt + right click","Alt + 右クリック"
"NearbyPlayerList","","","","An Buta","ブラインド"
"NearbyPlayerList","","","","Anchor corner","アンカーコーナー"
"NearbyPlayerList","","","","Angel Wings",""
"NearbyPlayerList","","","","Arthur Elric",""
"NearbyPlayerList","","","","Boari Hun","ボアリ・シー"
"NearbyPlayerList","","","","Bottom left","左下"
"NearbyPlayerList","","","","Bottom right","右下"
"NearbyPlayerList","","","","Buttons require","ボタンに必要なもの"
"NearbyPlayerList","","","","By missing HP (percentage)",""
"NearbyPlayerList","","","","By role (tank, healer, dps)",""
"NearbyPlayerList","","","","Cafeel Spard",""
"NearbyPlayerList","","","","Center player list","センター選手一覧"
"NearbyPlayerList","","","","Change visibility by job","ジョブごとに公開範囲を変更する"
"NearbyPlayerList","","","","Change visibility by zone","ゾーンごとに可視性を変更する"
"NearbyPlayerList","","","","Changes the label written on top of each HP bar, from 75% to 12,345 / 16,000. The bar itself is unaffected, and dead players show their raise state either way.","各HPバーの上部に書かれているラベルを75%から12,345 / 16,000に変更します。バー自体は影響を受けず、死亡したプレイヤーはいずれにしてもレイズ状態を示します。"
"NearbyPlayerList","","","","Chuchuwa Chuwa",""
"NearbyPlayerList","","","","Click",""
"NearbyPlayerList","","","","Columns per row","行ごとの列数"
"NearbyPlayerList","","","","Copy link","リンクをコピー"
"NearbyPlayerList","","","","Ctrl + left click","Ctrl + 左クリック"
"NearbyPlayerList","","","","Ctrl + right click","Ctrl + 右クリック"
"NearbyPlayerList","","","","Dead players at top","上位に死亡したプレイヤー"
"NearbyPlayerList","","","","Direction",""
"NearbyPlayerList","","","","Do not promote players who already have a raise incoming","すでに昇給を受けているプレイヤーを昇進させないでください"
"NearbyPlayerList","","","","Drops dead players who already have the Raise status, or who someone is currently casting a raise on, so the list only shows people who still need one. Applies in every filter mode, including Show all players. Off by default, so a raised player stays visible and reads Raised.","すでにレイズステータスを持っている死亡したプレイヤー、または現在誰かがレイズをキャストしているプレイヤーを削除するため、リストにはまだレイズを必要としている人のみが表示されます。 「すべてのプレーヤーを表示」を含むすべてのフィルター モードに適用されます。デフォルトではオフになっているため、レイズされたプレーヤーは表示されたままになり、レイズドと表示されます。"
"NearbyPlayerList","","","","Each click keeps its own fallback. Left click can raise then hard target, while right click raises then soft targets. The fallback is used when the player is alive, or when your job has no raise available. Focus target toggles: clicking the player who is already your focus clears it.","各クリックは独自のフォールバックを保持します。左クリックするとハードターゲットが上昇し、右クリックするとソフトターゲットが上昇します。フォールバックは、プレイヤーが生きている場合、またはジョブに昇給がない場合に使用されます。フォーカス ターゲットの切り替え: すでにフォーカスされているプレーヤーをクリックすると、フォーカスがクリアされます。"
"NearbyPlayerList","","","","Eco Kichi",""
"NearbyPlayerList","","","","Expands to the left and downward.","左下方向に展開します。"
"NearbyPlayerList","","","","Expands to the left and upward.","左上方向に拡大します。"
"NearbyPlayerList","","","","Expands to the right and downward.","右下方向に拡大します。"
"NearbyPlayerList","","","","Expands to the right and upward.",""
"NearbyPlayerList","","","","Falcon Sun",""
"NearbyPlayerList","","","","Filtering",""
"NearbyPlayerList","","","","Focus target","フォーカスターゲット"
"NearbyPlayerList","","","","Found a bug, or have an idea? Open an issue:","バグを見つけましたか、それともアイデアがありますか?問題を開く:"
"NearbyPlayerList","","","","Guren Fuyuki",""
"NearbyPlayerList","","","","Gustavi Tg",""
"NearbyPlayerList","","","","Hide party members","パーティ メンバーを非表示にする"
"NearbyPlayerList","","","","Hide players who already have a raise incoming","すでに昇給を受けているプレイヤーを非表示にします"
"NearbyPlayerList","","","","Hide self","自分を隠す"
"NearbyPlayerList","","","","Hide the list","リストを非表示にする"
"NearbyPlayerList","","","","Hides the list entirely on jobs you have not ticked, so it does not sit on screen while you are playing something that cannot help.","チェックを入れていないジョブのリストを完全に非表示にします。これにより、役に立たないものをプレイしている間、リストが画面上に表示されなくなります。"
"NearbyPlayerList","","","","Hiding the list leaves the buttons behind, so the first one becomes a show and hide toggle. Useful for dropping the list in a dungeon and bringing it back for a FATE without typing a command.","リストを非表示にするとボタンが残るため、最初のボタンは表示と非表示の切り替えになります。コマンドを入力せずにダンジョンにリストをドロップして FATE に戻す場合に便利です。"
"NearbyPlayerList","","","","Highlight party members","パーティ メンバーをハイライトする"
"NearbyPlayerList","","","","Highlight your focus target","焦点を当てるターゲットを強調表示する"
"NearbyPlayerList","","","","Highlight your soft target","ソフトターゲットを強調表示する"
"NearbyPlayerList","","","","Highlight your target","ターゲットを強調表示する"
"NearbyPlayerList","","","","Hold Shift and drag from anywhere on the list, including from on top of a player box. /npl center brings it back if it ends up off screen.","Shift キーを押しながら、リスト上の任意の場所 (プレーヤー ボックスの上からなど) からドラッグします。 /npl センターは、画面外になった場合に元に戻します。"
"NearbyPlayerList","","","","Homura Rosenstein","ホムラ・ローゼンシュタイン"
"NearbyPlayerList","","","","Horizontal",""
"NearbyPlayerList","","","","Horizontal lists add new rows, so the up and down choice is the one that matters most.","水平リストでは新しい行が追加されるため、上下の選択が最も重要です。"
"NearbyPlayerList","","","","https://github.com/joshua88wa/FFXIV-Dalamud-NearbyPlayerList/issues",""
"NearbyPlayerList","","","","Ibara Benitoki","カラー紅時"
"NearbyPlayerList","","","","Imuo Imu","鼻の刺激"
"NearbyPlayerList","","","","In combat",""
"NearbyPlayerList","","","","Iza Messiahs","イザ・メサイア"
"NearbyPlayerList","","","","Jun Leech",""
"NearbyPlayerList","","","","Kainz Erwin","カインズ・エルヴィン"
"NearbyPlayerList","","","","Keep the buttons when the list is hidden","リストが非表示になっているときにボタンを保持する"
"NearbyPlayerList","","","","Ko Rem","レム"
"NearbyPlayerList","","","","La Lakoosha","ラ・ラクーシャ"
"NearbyPlayerList","","","","Layout",""
"NearbyPlayerList","","","","Leaves these buttons behind so you can bring it back.","これらのボタンは元に戻せるように残しておきます。"
"NearbyPlayerList","","","","Left click","左クリック"
"NearbyPlayerList","","","","Leo Azalea",""
"NearbyPlayerList","","","","Leonis Crown","レオニス クラウン"
"NearbyPlayerList","","","","Limit by distance","距離による制限"
"NearbyPlayerList","","","","Lock list position","ロックリストの位置"
"NearbyPlayerList","","","","Lowen'ir Vermil","ローウェンイル・ヴァーミル"
"NearbyPlayerList","","","","Luminescent Kaoru","発光カオル"
"NearbyPlayerList","","","","Maccha Neko","抹茶猫"
"NearbyPlayerList","","","","Masuo Deluxe","ドアーズ デラックス"
"NearbyPlayerList","","","","Max distance (yalms)","最大距離 (ヤルム)"
"NearbyPlayerList","","","","Max players listed","最大プレイヤー数のリスト"
"NearbyPlayerList","","","","Middle click","中クリック"
"NearbyPlayerList","","","","Mos Chicken",""
"NearbyPlayerList","","","","Moving the list","リストの移動"
"NearbyPlayerList","","","","Naki Nanaki",""
"NearbyPlayerList","","","","Naru Vert","ナル・ヴェール"
"NearbyPlayerList","","","","Nearby Player List (has testing version) (導入済み)",""
"NearbyPlayerList","","","","No filtering.","フィルタリングはありません。"
"NearbyPlayerList","","","","No modifier","修飾子なし"
"NearbyPlayerList","","","","Nose Celebrity",""
"NearbyPlayerList","","","","Nyackii Nyapnap","ニャッキーの日"
"NearbyPlayerList","","","","Ohayou Beam",""
"NearbyPlayerList","","","","Only players at or below 75% health. Dead players are below any threshold, so they show here too.","体力が 75% 以下のプレイヤーのみ。死亡したプレイヤーはしきい値を下回っているため、ここにも表示されます。"
"NearbyPlayerList","","","","Open the issue tracker","問題トラッカーを開く"
"NearbyPlayerList","","","","Other",""
"NearbyPlayerList","","","","Party members at top","パーティメンバーがトップ"
"NearbyPlayerList","","","","Peche Mignon",""
"NearbyPlayerList","","","","Players at the same health percentage are common, especially when everyone is at full. Without a tie-break their order is arbitrary and can reshuffle on its own.","プレイヤーの体力が同じ割合であることはよくあり、特に全員が満タンの場合にはよく見られます。タイブレークがない場合、順序は任意であり、自動的に再シャッフルされる可能性があります。"
"NearbyPlayerList","","","","Potesara Dansyaku",""
"NearbyPlayerList","","","","Rain Notes",""
"NearbyPlayerList","","","","Raise if dead","死んだら育てる"
"NearbyPlayerList","","","","Raising from the list targets the player, uses Swiftcast if the raise has a cast time and Swiftcast is up, then casts the raise once the instant cast lands. Swiftcast is skipped when an instant cast is already active, such as a Red Mage mid-Dualcast, and when the raise is already instant. The raise used is whichever one your job currently has available, so phantom job raises work too.","リストからのレイズはプレイヤーをターゲットにし、レイズにキャストタイムがあり、スウィフトキャストがアップしている場合はスウィフトキャストを使用し、インスタントキャストが着地するとレイズをキャストします。デュアルキャスト中の赤魔道士など、インスタントキャストがすでにアクティブな場合、およびレイズがすでにインスタントである場合、スイフトキャストはスキップされます。使用される昇給はあなたのジョブが現在利用可能なものであるため、ファントムジョブも仕事を昇給します。"
"NearbyPlayerList","","","","Replaces the Dead label with what would actually happen if you clicked. Instant raise ready means no cast bar, because the raise is instant, an instant cast is already up, or Swiftcast is available. Raise ready means a normal cast. Not enough MP means exactly that. Anyone out of range, or on a job with no raise, stays as Dead.","Dead ラベルを、クリックした場合に実際に起こる内容に置き換えます。インスタント レイズ準備完了とは、レイズが即時であるか、インスタント キャストがすでにアップされているか、またはスイフトキャストが利用可能であるため、キャスト バーがないことを意味します。レイズレディとは通常のキャストを意味します。 MPが足りないというのはまさにそのことを意味します。範囲外にいる人、または昇給のない仕事に就いている人は、デッドのままです。"
"NearbyPlayerList","","","","Reset all settings to defaults","すべての設定をデフォルトにリセットする"
"NearbyPlayerList","","","","Right click","右クリック"
"NearbyPlayerList","","","","Role",""
"NearbyPlayerList","","","","Ryon Lazy","リオン・レイジー"
"NearbyPlayerList","","","","Same as typing /npl config.","/npl config を入力するのと同じです。"
"NearbyPlayerList","","","","San Sinou",""
"NearbyPlayerList","","","","Satsuki Saki",""
"NearbyPlayerList","","","","Scale (%)","スケール (%)"
"NearbyPlayerList","","","","Settings",""
"NearbyPlayerList","","","","Shift + drag moves the list from anywhere on it, including a player box. While Shift is held the boxes ignore clicks, so you cannot target by accident.","Shift キーを押しながらドラッグすると、プレーヤー ボックスを含め、リスト上のどこからでもリストを移動できます。 Shift キーを押している間はボックスのクリックが無視されるため、誤ってターゲットにすることはできません。"
"NearbyPlayerList","","","","Shift is not offered here because it already moves the list.","シフトはすでにリストを移動しているため、ここでは提供されません。"
"NearbyPlayerList","","","","Show all players","すべてのプレーヤーを表示"
"NearbyPlayerList","","","","Show filter mode buttons","フィルターモードボタンを表示"
"NearbyPlayerList","","","","Show HP numbers instead of a percentage","パーセンテージの代わりにHP数値を表示"
"NearbyPlayerList","","","","Show only dead players","死亡したプレイヤーのみを表示"
"NearbyPlayerList","","","","Show only players at or below a health threshold","健康状態のしきい値以下のプレイヤーのみを表示"
"NearbyPlayerList","","","","Show only the dead","死者だけを見せる"
"NearbyPlayerList","","","","Show raise readiness instead of ""Dead""","「デッド」の代わりにレイズ準備状況を表示"
"NearbyPlayerList","","","","Show the hurt","傷を見せて"
"NearbyPlayerList","","","","Show the player list","プレイヤーリストを表示する"
"NearbyPlayerList","","","","Show when a player is being raised by someone else","プレイヤーが他の人によって育てられている場合を表示する"
"NearbyPlayerList","","","","Show window buttons","ウィンドウボタンを表示"
"NearbyPlayerList","","","","Sion Eltnam","シオン・エルトナム"
"NearbyPlayerList","","","","Soft target","ソフトターゲット"
"NearbyPlayerList","","","","Sorting",""
"NearbyPlayerList","","","","Stops the list being dragged, including by accident with Shift. While locked, Shift does nothing to the list at all, so a Shift click that lands on it passes through to the game instead of being swallowed. Center player list and /npl center still work.","誤って Shift を押した場合も含めて、リストのドラッグを停止します。ロックされている間、Shift キーはリストに対して何も行わないため、リスト上に到達した Shift クリックは飲み込まれることなくゲームに渡されます。センタープレイヤーリストと/nplセンターは引き続き機能します。"
"NearbyPlayerList","","","","Tabo Natori",""
"NearbyPlayerList","","","","The list is always disabled in PvP, and that is not configurable.","PvP ではリストは常に無効になっており、これは設定できません。"
"NearbyPlayerList","","","","The raising mode.","育成モードです。"
"NearbyPlayerList","","","","Then by","それから"
"NearbyPlayerList","","","","Top left","左上"
"NearbyPlayerList","","","","Top right","右上"
"NearbyPlayerList","","","","Torry Selena","トリー・セレナ"
"NearbyPlayerList","","","","Uiro Sanada",""
"NearbyPlayerList","","","","Use Swiftcast when the raise has a cast time","レイズにキャストタイムがある場合はスウィフトキャストを使用する"
"NearbyPlayerList","","","","Use this if the window ends up off screen. The command /npl center does the same thing.","ウィンドウが画面外に出てしまう場合にこれを使用します。コマンド /npl center も同じことを行います。"
"NearbyPlayerList","","","","Visibility",""
"NearbyPlayerList","","","","Window",""
"NearbyPlayerList","","","","With Raise if dead ticked, that click tries the raise first and falls back to its own action.","「Raise if Dead」にチェックを入れると、クリックは最初にレイズを試み、その後独自のアクションに戻ります。"
"NearbyPlayerList","","","","You count as party for this, including when solo.","これについては、ソロの場合も含めて パーティ としてカウントされます。"
"NearbyPlayerList","","","","Yourself above other party members","あなたは他の パーティ メンバーの上にいます"
"NearbyPlayerList","","","","Yuri Runja",""
"NearbyPlayerList","","","","Yuuna Klugel",""
"NearbyPlayerList","","","","Zaki Olympus",""
"NearbyPlayerList","","","","Zones are classified from the game's own intended-use field. Anything not recognised falls into Everything else rather than being guessed at, so new content behaves predictably until the mapping is updated.","ゾーンは、ゲーム独自の使用目的フィールドに基づいて分類されます。認識されないものは推測されるのではなく、その他すべてに分類されるため、マッピングが更新されるまで、新しいコンテンツは予測どおりに動作します。"
"NearbyPlayerList","","","","何もしない",""
"NearbyPlayerList","","","","天使の羽",""
"NearbyPlayerList","","","","設定",""
"NearbyPlayerList","","","","近くにあるターゲット可能なプレーヤーのクリック可能なリスト。",""
