Plugin,Menu,Section,Type,English,Japanese
"SomethingNeedDoing","","","","/send CONVERT",""
"SomethingNeedDoing","","","","/send D",""
"SomethingNeedDoing","","","","/send DECIMAL",""
"SomethingNeedDoing","","","","/send DELETE",""
"SomethingNeedDoing","","","","/send DIVIDE",""
"SomethingNeedDoing","","","","/send DOWN",""
"SomethingNeedDoing","","","","/send E",""
"SomethingNeedDoing","","","","/send END",""
"SomethingNeedDoing","","","","/send ESCAPE",""
"SomethingNeedDoing","","","","/send F",""
"SomethingNeedDoing","","","","/send F1",""
"SomethingNeedDoing","","","","/send F10",""
"SomethingNeedDoing","","","","/send F11",""
"SomethingNeedDoing","","","","/send F12",""
"SomethingNeedDoing","","","","/send F2",""
"SomethingNeedDoing","","","","/send F3",""
"SomethingNeedDoing","","","","/send F4",""
"SomethingNeedDoing","","","","/send F5",""
"SomethingNeedDoing","","","","/send F6",""
"SomethingNeedDoing","","","","/send F7",""
"SomethingNeedDoing","","","","/send F8",""
"SomethingNeedDoing","","","","/send F9",""
"SomethingNeedDoing","","","","/send G",""
"SomethingNeedDoing","","","","/send H",""
"SomethingNeedDoing","","","","/send HANGEUL",""
"SomethingNeedDoing","","","","/send HANJA",""
"SomethingNeedDoing","","","","/send HOME",""
"SomethingNeedDoing","","","","/send I",""
"SomethingNeedDoing","","","","/send INSERT",""
"SomethingNeedDoing","","","","/send J",""
"SomethingNeedDoing","","","","/send K",""
"SomethingNeedDoing","","","","/send KEY_0",""
"SomethingNeedDoing","","","","/send KEY_1",""
"SomethingNeedDoing","","","","/send KEY_2",""
"SomethingNeedDoing","","","","/send KEY_3",""
"SomethingNeedDoing","","","","/send KEY_4",""
"SomethingNeedDoing","","","","/send KEY_5",""
"SomethingNeedDoing","","","","/send KEY_6",""
"SomethingNeedDoing","","","","/send KEY_7",""
"SomethingNeedDoing","","","","/send KEY_8",""
"SomethingNeedDoing","","","","/send KEY_9",""
"SomethingNeedDoing","","","","/send L",""
"SomethingNeedDoing","","","","/send LCONTROL",""
"SomethingNeedDoing","","","","/send LEFT",""
"SomethingNeedDoing","","","","/send LMENU",""
"SomethingNeedDoing","","","","/send LSHIFT",""
"SomethingNeedDoing","","","","/send LWIN",""
"SomethingNeedDoing","","","","/send M",""
"SomethingNeedDoing","","","","/send MENU",""
"SomethingNeedDoing","","","","/send MULTIPLY",""
"SomethingNeedDoing","","","","/send N",""
"SomethingNeedDoing","","","","/send NEXT",""
"SomethingNeedDoing","","","","/send NONCONVERT",""
"SomethingNeedDoing","","","","/send NUMLOCK",""
"SomethingNeedDoing","","","","/send NUMPAD0",""
"SomethingNeedDoing","","","","/send NUMPAD1",""
"SomethingNeedDoing","","","","/send NUMPAD2",""
"SomethingNeedDoing","","","","/send NUMPAD3",""
"SomethingNeedDoing","","","","/send NUMPAD4",""
"SomethingNeedDoing","","","","/send NUMPAD5",""
"SomethingNeedDoing","","","","/send NUMPAD6",""
"SomethingNeedDoing","","","","/send NUMPAD7",""
"SomethingNeedDoing","","","","/send NUMPAD8",""
"SomethingNeedDoing","","","","/send NUMPAD9",""
"SomethingNeedDoing","","","","/send O",""
"SomethingNeedDoing","","","","/send OEM_1",""
"SomethingNeedDoing","","","","/send OEM_102",""
"SomethingNeedDoing","","","","/send OEM_2",""
"SomethingNeedDoing","","","","/send OEM_3",""
"SomethingNeedDoing","","","","/send OEM_4",""
"SomethingNeedDoing","","","","/send OEM_5",""
"SomethingNeedDoing","","","","/send OEM_6",""
"SomethingNeedDoing","","","","/send OEM_7",""
"SomethingNeedDoing","","","","/send OEM_8",""
"SomethingNeedDoing","","","","/send OEM_COMMA",""
"SomethingNeedDoing","","","","/send OEM_MINUS",""
"SomethingNeedDoing","","","","/send OEM_PERIOD",""
"SomethingNeedDoing","","","","/send OEM_PLUS",""
"SomethingNeedDoing","","","","/send P",""
"SomethingNeedDoing","","","","/send PAUSE",""
"SomethingNeedDoing","","","","/send PRIOR",""
"SomethingNeedDoing","","","","/send Q",""
"SomethingNeedDoing","","","","/send R",""
"SomethingNeedDoing","","","","/send RCONTROL",""
"SomethingNeedDoing","","","","/send RETURN",""
"SomethingNeedDoing","","","","/send RIGHT",""
"SomethingNeedDoing","","","","/send RMENU",""
"SomethingNeedDoing","","","","/send RSHIFT",""
"SomethingNeedDoing","","","","/send RWIN",""
"SomethingNeedDoing","","","","/send S",""
"SomethingNeedDoing","","","","/send SCROLL",""
"SomethingNeedDoing","","","","/send SHIFT",""
"SomethingNeedDoing","","","","/send SNAPSHOT",""
"SomethingNeedDoing","","","","/send SPACE",""
"SomethingNeedDoing","","","","/send SUBTRACT",""
"SomethingNeedDoing","","","","/send T",""
"SomethingNeedDoing","","","","/send TAB",""
"SomethingNeedDoing","","","","/send U",""
"SomethingNeedDoing","","","","/send UP",""
"SomethingNeedDoing","","","","/send V",""
"SomethingNeedDoing","","","","/send W",""
"SomethingNeedDoing","","","","/send X",""
"SomethingNeedDoing","","","","/send Y",""
"SomethingNeedDoing","","","","/send Z",""
"SomethingNeedDoing","","","","/snd",""
"SomethingNeedDoing","","","","/snd changelog",""
"SomethingNeedDoing","","","","/snd help",""
"SomethingNeedDoing","","","","/snd pause",""
"SomethingNeedDoing","","","","/snd pause all",""
"SomethingNeedDoing","","","","/snd pause loop",""
"SomethingNeedDoing","","","","/snd resume",""
"SomethingNeedDoing","","","","/snd resume all",""
"SomethingNeedDoing","","","","/snd run",""
"SomethingNeedDoing","","","","/snd run loop",""
"SomethingNeedDoing","","","","/snd status",""
"SomethingNeedDoing","","","","/snd stop",""
"SomethingNeedDoing","","","","/snd stop all",""
"SomethingNeedDoing","","","","/snd stop loop",""
"SomethingNeedDoing","","","","/somethingneeddoing",""
"SomethingNeedDoing","","","","/target",""
"SomethingNeedDoing","","","","/targetenemy",""
"SomethingNeedDoing","","","","/wait",""
"SomethingNeedDoing","","","","/waitaddon",""
"SomethingNeedDoing","","","","<condition>","<条件>"
"SomethingNeedDoing","","","","<distance>","<距離>"
"SomethingNeedDoing","","","","<echo>","<エコー>"
"SomethingNeedDoing","","","","<errorif>","<エラーの場合>"
"SomethingNeedDoing","","","","<hq>","<本社>"
"SomethingNeedDoing","","","","<index>","<インデックス>"
"SomethingNeedDoing","","","","<listindex>","<リストインデックス>"
"SomethingNeedDoing","","","","<maxwait>","<最大待機>"
"SomethingNeedDoing","","","","<partyindex>","<パーティーインデックス>"
"SomethingNeedDoing","","","","<unsafe>","<危険>"
"SomethingNeedDoing","","","","<wait>","<待って>"
"SomethingNeedDoing","","","","= Action","= アクション"
"SomethingNeedDoing","","","","A macro is automatically identified as a git macro when it has a repository url in its metadata. To convert a git macro back into a local macro, simply wipe the url or click the Reset Git Data button in the settings","メタデータにリポジトリ URL が含まれるマクロは、自動的に git マクロとして識別されます。 git マクロをローカル マクロに変換するには、URL をワイプするか、設定で [Git データのリセット] ボタンをクリックするだけです。"
"SomethingNeedDoing","","","","Action",""
"SomethingNeedDoing","","","","actionId",""
"SomethingNeedDoing","","","","actionID",""
"SomethingNeedDoing","","","","Actions",""
"SomethingNeedDoing","","","","actionType",""
"SomethingNeedDoing","","","","ActionType",""
"SomethingNeedDoing","","","","Add Path","パスの追加"
"SomethingNeedDoing","","","","Addons",""
"SomethingNeedDoing","","","","aetheryteId",""
"SomethingNeedDoing","","","","Alarm",""
"SomethingNeedDoing","","","","Aliases",""
"SomethingNeedDoing","","","","Alliance",""
"SomethingNeedDoing","","","","Always echo /loop commands","/loop コマンドを常にエコーする"
"SomethingNeedDoing","","","","Any function that begins with the name of a TriggerEvent will be registered in the TriggerEventManager when the script is started.","TriggerEvent の名前で始まる関数は、スクリプトの開始時に TriggerEventManager に登録されます。"
"SomethingNeedDoing","","","","ARDiscard",""
"SomethingNeedDoing","","","","Artisan",""
"SomethingNeedDoing","","","","Auto-open Status Window on Script Start","スクリプト開始時にステータスウィンドウを自動的に開く"
"SomethingNeedDoing","","","","AutoDuty",""
"SomethingNeedDoing","","","","AutoHook",""
"SomethingNeedDoing","","","","Automaton",""
"SomethingNeedDoing","","","","AutoRetainer",""
"SomethingNeedDoing","","","","Available",""
"SomethingNeedDoing","","","","Available Clicks","利用可能なクリック数"
"SomethingNeedDoing","","","","Below are all of the functions and properties provided by the framework. Click any to copy the full call path to clipboard. Hover any function to learn more about it.","以下は、フレームワークによって提供されるすべての関数とプロパティです。いずれかをクリックして、完全な呼び出しパスをクリップボードにコピーします。関数にカーソルを合わせると、その関数の詳細が表示されます。"
"SomethingNeedDoing","","","","Bingo",""
"SomethingNeedDoing","","","","BossMod",""
"SomethingNeedDoing","","","","Buddy",""
"SomethingNeedDoing","","","","CancelCast",""
"SomethingNeedDoing","","","","CanFly",""
"SomethingNeedDoing","","","","CanLeaveCurrentContent",""
"SomethingNeedDoing","","","","CanMount",""
