Plugin,Menu,Section,Type,English,Japanese
"BeastMasterHelper","","","","Lauda: Central Shroud / Bentbranch Meadows (25.25, -6.00, 64.85)","ラウダ: 中央シュラウド / ベントブランチ メドウズ (25.25、-6.00、64.85)"
"BeastMasterHelper","","","","Legs",""
"BeastMasterHelper","","","","Level",""
"BeastMasterHelper","","","","Level 50 starter and best-in-slot gear for Beastmaster.","レベル 50 のスターターおよびビーストマスターのスロット内で最高の装備。"
"BeastMasterHelper","","","","Life / Death","生と死"
"BeastMasterHelper","","","","Lifestream",""
"BeastMasterHelper","","","","Live Crucible window inspection","ライブクルーシブルウィンドウ検査"
"BeastMasterHelper","","","","Lock overlay position","オーバーレイ位置をロックする"
"BeastMasterHelper","","","","Locked",""
"BeastMasterHelper","","","","Lv1  初めての相棒  [Complete]",""
"BeastMasterHelper","","","","Lv18  ルー派の使役術  [Complete]",""
"BeastMasterHelper","","","","Lv30  姉弟子と勉強ゴブ！  [Complete]",""
"BeastMasterHelper","","","","Lv30  盤上の戦い、闘獣練  [Complete]",""
"BeastMasterHelper","","","","Lv40  同門対決、第二盤  [Complete]",""
"BeastMasterHelper","","","","Lv40  贖罪の魔獣使い  [Complete]",""
"BeastMasterHelper","","","","Lv50  人と獣が結ぶ絆  [Complete]",""
"BeastMasterHelper","","","","Lv50  極めるは獣の道  [Complete]",""
"BeastMasterHelper","","","","Lv50  猛者の試練、特一盤  [Complete]",""
"BeastMasterHelper","","","","Lv50  盤上の王者、特二盤  [Complete]",""
"BeastMasterHelper","","","","Lv50  貪食のガトラー  [Complete]",""
"BeastMasterHelper","","","","Lv50  魔獣の使い手たち  [Complete]",""
"BeastMasterHelper","","","","Lv8  魔獣と心通わせて  [Complete]",""
"BeastMasterHelper","","","","Main Hand","メインハンド"
"BeastMasterHelper","","","","Mark a catalogue entry complete when the befriend message appears.","「友達になる」メッセージが表示されたら、カタログ エントリに完了のマークを付けます。"
"BeastMasterHelper","","","","Mark the centre","中心をマークします"
"BeastMasterHelper","","","","Master's Bestiary","マスターの獣寓話"
"BeastMasterHelper","","","","Mastered Instinct to bank before Rally fires. Rally gives 40 TP plus 70 per stack on a 120s cooldown, so 3 stacks is 250 - a full bar from nothing - and 1 stack is 110, throwing most of the cooldown away. Burn ignores this.","ラリーが始まる前にバンクする本能をマスターしました。 Rally は 120 秒のクールダウンで 40 TP に加えてスタックごとに 70 を与えるため、3 スタックは 250 (何もない状態からフルバー)、1 スタックは 110 となり、クールダウンのほとんどが無駄になります。バーンはこれを無視します。"
"BeastMasterHelper","","","","Measured edge to edge, so a big target counts as closer than its centre suggests.","端から端まで測定されるため、大きなターゲットは中心が示すよりも近いものとしてカウントされます。"
"BeastMasterHelper","","","","Navigate",""
"BeastMasterHelper","","","","Navigate to objective##target-71026","目的##target-71026に移動します"
"BeastMasterHelper","","","","Navigate to objective##target-71027","目的##target-71027に移動します"
"BeastMasterHelper","","","","Navigate to objective##target-71028","目的##target-71028に移動します"
"BeastMasterHelper","","","","Navigate to objective##target-71029","目的##target-71029に移動します"
"BeastMasterHelper","","","","Navigate to objective##target-71030","目的##target-71030に移動します"
"BeastMasterHelper","","","","Navigate to objective##target-71031","目的##target-71031に移動します"
"BeastMasterHelper","","","","Navigate to objective##target-71032","目的##target-71032に移動します"
"BeastMasterHelper","","","","Navigate to objective##target-71033","目的##target-71033に移動します"
"BeastMasterHelper","","","","Navigate to objective##target-71034","目的##target-71034に移動します"
"BeastMasterHelper","","","","Navigate to objective##target-71035","目的##target-71035に移動します"
"BeastMasterHelper","","","","Navigate to objective##target-71036","目的##target-71036に移動します"
"BeastMasterHelper","","","","Navigate to objective##target-71037","目的##target-71037に移動します"
"BeastMasterHelper","","","","Navigate to objective##target-71045","目的##target-71045に移動します"
"BeastMasterHelper","","","","Navigate to quest giver##issuer-71026","クエスト ギバー##issuer-71026 に移動します"
"BeastMasterHelper","","","","Navigate to quest giver##issuer-71027","クエスト ギバー##issuer-71027 に移動します"
"BeastMasterHelper","","","","Navigate to quest giver##issuer-71028","クエスト ギバー##issuer-71028 に移動します"
"BeastMasterHelper","","","","Navigate to quest giver##issuer-71029","クエスト ギバー##issuer-71029 に移動します"
"BeastMasterHelper","","","","Navigate to quest giver##issuer-71030","クエスト ギバー##issuer-71030 に移動します"
"BeastMasterHelper","","","","Navigate to quest giver##issuer-71031","クエスト ギバー##issuer-71031 に移動します"
"BeastMasterHelper","","","","Navigate to quest giver##issuer-71032","クエスト ギバー##issuer-71032 に移動します"
"BeastMasterHelper","","","","Navigate to quest giver##issuer-71033","クエスト ギバー##issuer-71033 に移動します"
"BeastMasterHelper","","","","Navigate to quest giver##issuer-71034","クエスト ギバー##issuer-71034 に移動します"
"BeastMasterHelper","","","","Navigate to quest giver##issuer-71035","クエスト ギバー##issuer-71035 に移動します"
"BeastMasterHelper","","","","Navigate to quest giver##issuer-71036","クエスト ギバー##issuer-71036 に移動します"
"BeastMasterHelper","","","","Navigate to quest giver##issuer-71037","クエスト ギバー##issuer-71037 に移動します"
"BeastMasterHelper","","","","Navigate to quest giver##issuer-71045","クエスト ギバー##issuer-71045 に移動します"
"BeastMasterHelper","","","","Navigation settings","ナビゲーション設定"
"BeastMasterHelper","","","","Necklace",""
"BeastMasterHelper","","","","No equipment","設備なし"
"BeastMasterHelper","","","","No target.","目標はありません。"
"BeastMasterHelper","","","","No. / Familiar","番号/家族"
"BeastMasterHelper","","","","Not enabled","有効になっていません"
"BeastMasterHelper","","","","Not in armoury","武器庫にない"
"BeastMasterHelper","","","","Not in bags","袋に入っていない"
"BeastMasterHelper","","","","Not loaded","ロードされていません"
"BeastMasterHelper","","","","Off Hand","オフハンド"
"BeastMasterHelper","","","","Once you learn Beast Heart II, the Beast Heart gauge is displayed. Landing a Beast Heart combo action grants one stack of Beast Heart.","ビーストハートⅡを習得するとビーストハートゲージが表示されます。ビースト ハートのコンボ アクションを実行すると、ビースト ハートが 1 スタック付与されます。"
"BeastMasterHelper","","","","Once you learn the Beast Heart trait, the Beastmaster job gauge appears on your hotbar. Chaining successful actions raises Tenacity, and higher Tenacity means stronger weaponskills.","ビーストハート特性を習得すると、ホットバーにビーストマスターのジョブゲージが表示されます。成功したアクションを連鎖させるとテナシティが上昇し、テナシティが高いほど武器スキルが強力になります。"
"BeastMasterHelper","","","","One with Nature - granted by every summon, used once","自然と一体 - 召喚ごとに付与され、1 回使用される"
"BeastMasterHelper","","","","Open the board and team windows, then inspect their visible controls.","ボードおよびチーム ウィンドウを開いて、表示されているコントロールを調べます。"
"BeastMasterHelper","","","","Open the wiki entry for this item","このアイテムの Wiki エントリを開く"
"BeastMasterHelper","","","","Opener",""
"BeastMasterHelper","","","","Overlay opacity","オーバーレイの不透明度"
"BeastMasterHelper","","","","Overlay width","オーバーレイ幅"
"BeastMasterHelper","","","","Overlays",""
"BeastMasterHelper","","","","Owned",""
"BeastMasterHelper","","","","Parting Blow (10s) - always dismisses your familiar","別れの一撃（10秒） - 使い魔を常に却下します"
"BeastMasterHelper","","","","Position",""
"BeastMasterHelper","","","","Prerequisite: ルー派の使役術",""
"BeastMasterHelper","","","","Prerequisite: 人と獣が結ぶ絆",""
"BeastMasterHelper","","","","Prerequisite: 初めての相棒",""
"BeastMasterHelper","","","","Prerequisite: 同門対決、第二盤",""
"BeastMasterHelper","","","","Prerequisite: 姉弟子と勉強ゴブ！",""
"BeastMasterHelper","","","","Prerequisite: 猛者の試練、特一盤",""
"BeastMasterHelper","","","","Prerequisite: 盤上の戦い、闘獣練",""
"BeastMasterHelper","","","","Prerequisite: 盤上の王者、特二盤",""
"BeastMasterHelper","","","","Prerequisite: 究極幻想アルテマウェポン",""
"BeastMasterHelper","","","","Prerequisite: 貪食のガトラー",""
"BeastMasterHelper","","","","Prerequisite: 贖罪の魔獣使い",""
"BeastMasterHelper","","","","Prerequisite: 魔獣と心通わせて",""
"BeastMasterHelper","","","","Prerequisite: 魔獣の使い手たち",""
"BeastMasterHelper","","","","Press a button to read data from the client.","ボタンを押してクライアントからデータを読み取ります。"
"BeastMasterHelper","","","","Print navigation start and failure messages to chat.","ナビゲーションの開始メッセージと失敗メッセージをチャットに出力します。"
"BeastMasterHelper","","","","Puts every rotation setting back to the highest-damage configuration: axes at 250 TP, Rally and Rallying Cheer at 3 stacks, Tempered Release over Borrow, Parting Blow on and waiting for Lingering Vantage, familiar cycling at 45s in slot order, Shield Charge for gap closing only, and Beast Mode on with Quelling Wave kept to range.

Leaves alone: whether the rotation and auto-attack are running, all capture settings, the overlays and the arena tool. None of those affect damage.","すべての スキル回し 設定を最高ダメージ構成に戻します: 250 TP の軸、3 スタックでのラリーとラリーング チア、ボローよりテンパード リリース、パートリング ブローをオンにして残存ヴァンテージを待機、スロット順 45 秒でおなじみのサイクリング、ギャップを埋めるためのみのシールド チャージ、および鎮波波を範囲内に保ったビースト モードをオンにします。

そのままにしておきます: スキル回し と自動攻撃が実行されているかどうか、すべてのキャプチャ設定、オーバーレイ、アリーナ ツール。どれもダメージには影響しません。"
"BeastMasterHelper","","","","Quest giver: そわそわした様子の冒険者 - グリダニア：新市街",""
"BeastMasterHelper","","","","Quest giver: シルモン - 黒衣森：中央森林",""
"BeastMasterHelper","","","","Quest giver: ジャ・ユハ・ティア - 黒衣森：中央森林",""
"BeastMasterHelper","","","","Quest giver: ラウダ - 黒衣森：中央森林",""
"BeastMasterHelper","","","","Radius",""
"BeastMasterHelper","","","","Rally at stacks","スタックに集まる"
"BeastMasterHelper","","","","Rallying Cheer at stacks","スタックで応援を集める"
"BeastMasterHelper","","","","Read auto-capture IDs","自動キャプチャIDの読み取り"
"BeastMasterHelper","","","","Read Beastmaster quest chain","Beastmaster クエスト チェーンを読み取る"
"BeastMasterHelper","","","","Read catalogue duty IDs","カタログ義務 ID の読み取り"
"BeastMasterHelper","","","","Read cooperation verification data","連携検証データの読み込み"
"BeastMasterHelper","","","","Read current character","現在の文字を読み取る"
"BeastMasterHelper","","","","Read current combo state","現在のコンボ状態を読み取る"
"BeastMasterHelper","","","","Read current position","現在位置を読み取る"
"BeastMasterHelper","","","","Read current target state","現在のターゲット状態を読み取る"
"BeastMasterHelper","","","","Read duties","義務を読む"
"BeastMasterHelper","","","","Read familiar attribute map","使い慣れた属性マップを読む"
"BeastMasterHelper","","","","Read items","項目を読む"
"BeastMasterHelper","","","","Read jobs","ジョブの読み取り"
"BeastMasterHelper","","","","Read monsters","モンスターを読む"
"BeastMasterHelper","","","","Read NPCs","NPCを読む"
"BeastMasterHelper","","","","Read quest: The Beast Within","クエスト を読む: 内なる野獣"
"BeastMasterHelper","","","","Read quests","クエストを読む"
"BeastMasterHelper","","","","Read raw gauge data","生のゲージデータを読み取る"
"BeastMasterHelper","","","","Read recommended gear item IDs","推奨ギアアイテムIDを読む"
"BeastMasterHelper","","","","Read-only view of the current Beastmaster gauge, sourced from JobGaugeManager.CurrentGauge.","JobGaugeManager.CurrentGauge から取得された現在の Beastmaster ゲージの読み取り専用ビュー。"
"BeastMasterHelper","","","","Reads client names, stable identifiers and raw quest data.","クライアント名、安定した識別子、および生の クエスト データを読み取ります。"
"BeastMasterHelper","","","","Ready. Choose a board and team option.","準備ができて。ボードとチームのオプションを選択します。"
"BeastMasterHelper","","","","Recommended gear","推奨ギア"
"BeastMasterHelper","","","","Recommended gear##section-equipment","推奨ギア##section-equipment"
"BeastMasterHelper","","","","Recommended Team","推奨チーム"
"BeastMasterHelper","","","","Record captures from chat##AutoCompleteCatalogFromChat","チャット##AutoCompleteCatalogFromChatからのキャプチャを記録する"
"BeastMasterHelper","","","","Records automatically on a successful capture; you can also tick entries by hand per character.","キャプチャが成功すると自動的に記録します。文字ごとに手動でエントリにチェックを入れることもできます。"
"BeastMasterHelper","","","","Rectangle",""
"BeastMasterHelper","","","","Required plugins","必要なプラグイン"
"BeastMasterHelper","","","","Reset position","位置をリセットする"
"BeastMasterHelper","","","","Reset rotation to recommended (max DPS)","スキル回し を推奨値 (最大 DPS) にリセットします。"
"BeastMasterHelper","","","","Ring 1","リング1"
"BeastMasterHelper","","","","Ring 2","リング2"
"BeastMasterHelper","","","","Rotation",""
"BeastMasterHelper","","","","Rotation panels - each one is its own window you can drag where you like:","スキル回し パネル - それぞれは、好きな場所にドラッグできる独自のウィンドウです。"
"BeastMasterHelper","","","","Same arithmetic for your familiar: 30 Familiar TP plus 70 per Natural Instinct stack, 120s cooldown.","あなたの使い魔についても同じ計算: 30 Familiar TP プラス Natural Instinct スタックごとに 70、120 秒のクールダウン。"
"BeastMasterHelper","","","","Same-map pathing and movement","同じマップのパスと移動"
"BeastMasterHelper","","","","Scales to your level (100). Actions you have not learned are simply skipped.","あなたのレベル (100) に合わせて調整します。学習していないアクションは単にスキップされます。"
"BeastMasterHelper","","","","Second Board","セカンドボード"
"BeastMasterHelper","","","","Set centre here","ここに中心を設定します"
"BeastMasterHelper","","","","Set map flag##SetFlagOnNavigation","マップフラグを設定##SetFlagOnNavigation"
"BeastMasterHelper","","","","Settings",""
"BeastMasterHelper","","","","Settings##section-settings",""
"BeastMasterHelper","","","","Shape",""
"BeastMasterHelper","","","","Shield",""
"BeastMasterHelper","","","","Shield Charge (60s)","シールドチャージ(60秒)"
"BeastMasterHelper","","","","Show navigation log##ShowNavigationLogs","ナビゲーションログを表示##ShowNavigationLogs"
"BeastMasterHelper","","","","Show overlay","オーバーレイを表示する"
"BeastMasterHelper","","","","Show the detail lines in the overlay - reason, capture state, current familiar, gauge and advanced action candidates. Off by default.","オーバーレイに詳細行 (理由、キャプチャ状態、現在の使い魔、ゲージ、および高度なアクションの候補) を表示します。デフォルトではオフです。"
"BeastMasterHelper","","","","Show the rotation panels","スキル回し パネルを表示する"
"BeastMasterHelper","","","","Shows progress from the client quest state and routes you to the pickup point of anything unfinished.","クライアント クエスト 状態からの進行状況を表示し、未完了の項目をピックアップするポイントに誘導します。"
"BeastMasterHelper","","","","Slot",""
"BeastMasterHelper","","","","Slot order (1-2-3)","スロット順序 (1-2-3)"
"BeastMasterHelper","","","","Sort by level",""
"BeastMasterHelper","","","","Sort by map",""
"BeastMasterHelper","","","","Soul Crystal",""
"BeastMasterHelper","","","","Spend it before the familiar leaves",""
"BeastMasterHelper","","","","Square",""
"BeastMasterHelper","","","","Start entry",""
"BeastMasterHelper","","","","Starter",""
"BeastMasterHelper","","","","Starter set: chosen for ease of acquisition and getting going quickly.",""
"BeastMasterHelper","","","","Starting",""
"BeastMasterHelper","","","","Starting familiar",""
"BeastMasterHelper","","","","Stop entry",""
"BeastMasterHelper","","","","Stop navigation",""
"BeastMasterHelper","","","","Stop navigation##catalog-stop-navigation",""
"BeastMasterHelper","","","","Sturdy",""
"BeastMasterHelper","","","","Switch to Fixed point to position and nudge the boundary.",""
"BeastMasterHelper","","","","Take the familiar's kinship for 90s, turning Beast Mode into that kinship's action - a ranged attack from a Wavekin, an interrupt from a Soulkin, mitigation from the skin kinships. The 90s is halted while a familiar is out, so it survives a swap. Unlocks at level 22.",""
"BeastMasterHelper","","","","Target coordinates for the current quest step have not been collected yet. ",""
"BeastMasterHelper","","","","Tempered Release (damage)",""
"BeastMasterHelper","","","","Tenacity / Beast Power",""
"BeastMasterHelper","","","","Tenacity and Beast Power are the two Beastmaster gauge resources, both capped at 250. The more you hold, the easier it is to meet the requirements of your actions and cooperation abilities.",""
"BeastMasterHelper","","","","territory=148 (黒衣森：中央森林) | circle r=20y (diameter 40y) | centre=(41.307, -6.001, 50.78)",""
"BeastMasterHelper","","","","The Actions window is sized to fit exactly this many icons per row, so there is never a strip of empty space left over.",""
"BeastMasterHelper","","","","The cooperation gauge shows the state of your Beast Heart cooperation. There are four attributes - Winged, Fierce, Sturdy and Arcane - and each Beast Heart action lights its matching segment.",""
"BeastMasterHelper","","","","The floating rotation windows - switches, thresholds and the action list - so they can be flipped mid-pull without opening this window. Each panel below can also be shown or hidden on its own.",""
"BeastMasterHelper","","","","The full job gauge description is available at any time from the actions menu.",""
"BeastMasterHelper","","","","The notes below summarise the Beastmaster job gauge and its action logic. The gauge panel is read-only and never writes to game memory.",""
"BeastMasterHelper","","","","The number beneath the cooperation gauge is the cooperation count. The higher it climbs, the stronger the cooperation action becomes.",""
"BeastMasterHelper","","","","The overlay keeps this width and wraps long text inside it, rather than resizing itself every time the status text changes.",""
"BeastMasterHelper","","","","The quests tab lists only unfinished Beastmaster quests.",""
"BeastMasterHelper","","","","Thickness",""
"BeastMasterHelper","","","","Third Board",""
"BeastMasterHelper","","","","Thresholds",""
"BeastMasterHelper","","","","Toggle buttons per row. Fewer gives each button more room for its label.",""
"BeastMasterHelper","","","","Tool",""
"BeastMasterHelper","","","","Track Beastmaster job progress and your beast catalogue.",""
"BeastMasterHelper","","","","Travel to Lauda, select a board, prepare a team and commence the duty.",""
"BeastMasterHelper","","","","Trick's Heart lasts 7s and only pays off when an axe follows it inside that window, so Trick on an empty bar spends 100 Familiar TP for nothing.

Trick first and the axe second is also what banks a Mastered Instinct - the yellow diamond Rally spends. Axe first only earns the blue one.",""
"BeastMasterHelper","","","","Triggering the second cooperation stage grants either the Life or Death Beast Heart attribute. It lights the centre of the cooperation gauge and shapes the follow-up.",""
"BeastMasterHelper","","","","Use as a gap closer",""
"BeastMasterHelper","","","","Use for AoE damage",""
"BeastMasterHelper","","","","Use the capture action when the target falls below this HP",""
"BeastMasterHelper","","","","Using Rouse consumes every stack of Beast Heart and raises Tenacity. The more stacks spent, the larger the gain.",""
"BeastMasterHelper","","","","vnavmesh",""
"BeastMasterHelper","","","","Weapon",""
"BeastMasterHelper","","","","When either you or your familiar uses a Beast Heart action, the other side following up within 7 seconds triggers the cooperation follow-up damage.",""
"BeastMasterHelper","","","","When enabled you can toggle ""Attempt capture"" from the overlay. Right-click the overlay to open settings.",""
"BeastMasterHelper","","","","Which familiar to summon, or Auto to let the plugin choose.",""
"BeastMasterHelper","","","","Width",""
"BeastMasterHelper","","","","WIKI",""
"BeastMasterHelper","","","","WIKI##quest-wiki",""
"BeastMasterHelper","","","","Winged",""
"BeastMasterHelper","","","","X:13.5, Y:22.3",""
"BeastMasterHelper","","","","X:15.2, Y:37.5",""
"BeastMasterHelper","","","","X:15.3, Y:14.3",""
"BeastMasterHelper","","","","X:15.3, Y:14.7",""
"BeastMasterHelper","","","","X:16, Y:12.5",""
"BeastMasterHelper","","","","X:16.5, Y:16.5",""
