Plugin,Menu,Section,Type,English,Japanese
Saucy,,,,Default##step,
Saucy,,,Text/RenderTextWrapped,Dependencies,依存プラグイン
Saucy,,,,Designed by Wah,デザイン：Wah
Saucy,,,BeginComboLabel/RenderText,Difficulty,難易度
Saucy,,,,Discord,
Saucy,,,,Draws,引き分け
Saucy,,,,Draws slice and AoE markers during the GATE.,GATE中にスライスマーカーとAoEマーカーを描画します。
Saucy,,,,Duty Finder ready also cashes out but leaves automation enabled.,コンテンツファインダーが突入可能になった場合も精算しますが、AutomationはONのまま維持します。
Saucy,,,,Enable,有効
Saucy,,,,Enable##AirForce,
Saucy,,,,Enable##Jumbo,
Saucy,,,,Enable##Mini,
Saucy,,,,Enable##Slice,
Saucy,,,,Enable##Wind,
Saucy,,,,Farm all NPC cards once,NPCカードを一通り集める
Saucy,,,,Fixed match count,対戦回数を指定
Saucy,,,,Game recommended uses FFXIV's built-in deck suggestion for the current match (not Saucy sims).,「ゲーム推奨」は、Saucyのシミュレーションではなく、現在の対戦に対するFFXIV標準のデッキ提案を使用します。
Saucy,,,,Game recommended##GameRecommendedDeck,ゲーム推奨##GameRecommendedDeck
Saucy,,,,Games,ゲーム数
Saucy,,,Text/RenderTextWrapped,GATES,G.A.T.E.
Saucy,,,,Gold Saucer card search panels,ゴールドソーサーのカード検索パネル
Saucy,,,,Hold Ctrl to reset stats.,Ctrl キーを押したままにして統計をリセットします。
Saucy,,,,Hold Ctrl while clicking to clear the cache for this character.,Ctrl キーを押しながらクリックすると、このキャラクターのキャッシュがクリアされます。
Saucy,,,Text/RenderTextWrapped,Installed,導入済み
Saucy,,,,"Join our Discord community for project announcements, updates, and support.",
Saucy,,,,Jumbo Cactpot,ジャンボ カクトポット
Saucy,,,Text/RenderTextWrapped,Lifestream,Lifestream
Saucy,,,,Lifetime,累計
Saucy,,,,Log out when run completes,実行完了時にログアウト
Saucy,,,,"Logs out of the game when a run finishes: fixed match count reaches zero, card drop mode triggers, or card farm completes.",実行が終了すると、ゲームからログアウトします。固定一致カウントがゼロになった場合、カードドロップモードがトリガーされた場合、またはカードファームが完了した場合です。
Saucy,,,,Losses,敗北
Saucy,,,Text/RenderTextWrapped,MACHINES,筐体ゲーム
Saucy,,,,Main,メイン
Saucy,,,,Metric,項目
Saucy,,,,MGP won,獲得MGP
Saucy,,,,Min seconds for another round,次のラウンドの最小秒数
Saucy,,,Selectable/Text/RenderTextWrapped,Mini-Cactpot,ミニくじテンダー
Saucy,,,,Morbol,
Saucy,,,,Most played NPC,最多対戦NPC
Saucy,,,,Most won card,最多獲得カード
Saucy,,,,Mount roulette,マウント・ルーレット
Saucy,,,,Mount used before vnavmesh pathing to Triple Triad NPCs.,トリプルトライアドNPCへvnavmeshで移動する前に使用するマウントです。
Saucy,,,,No optimized decks saved for this character yet.,このキャラクターには、まだ最適化デッキが保存されていません。
Saucy,,,,No stop condition — runs until automation is disabled.,停止条件なし — 自動化をOFFにするまで実行します。
Saucy,,,,Notifications,通知
Saucy,,,,Number selection,番号選択
Saucy,,,,Open window when challenging an NPC,NPCへ対戦を挑んだときにウィンドウを開く
Saucy,,,,Optional plugin for automatic dodging during the GATE. Overlays still work without it.,GATE 中の自動回避用のオプションのプラグイン。オーバーレイはそれがなくても機能します。
Saucy,,,,Optional plugin for automatic movement to the safe spot. Overlays still work without it.,安全な場所への自動移動用のオプションプラグイン。オーバーレイはそれがなくても機能します。
Saucy,,,,"Optional plugins for pathing to NPCs on the map, teleporting when needed, and starting unlock quests from Saucy.",マップ上のNPCへの移動、必要に応じたテレポート、Saucyからアンロッククエストを開始するためのオプションプラグイン。
Saucy,,,Text/RenderTextWrapped,Options,設定
Saucy,,,,OTHER GAMES,その他のゲーム
Saucy,,,,Out on a Limb,アウト・オン・ア・リム
Saucy,,,,Pathfinds you onto the statistical safe spot during the GATE.,G.A.T.E.中、統計上の安全地帯まで自動移動します。
Saucy,,,,Pause when retainers are ready (bell nearby),リテイナー帰還時に一時停止（呼び鈴が近くにある場合）
Saucy,,,,Per Hour,1時間あたり
Saucy,,,,"Picks a deck at deck select. Default: highest opening win % among your profile decks. If none of those decks have 5 cards, Saucy uses the game's Recommended button.",デッキ選択時に使用するデッキを決めます。既定ではプロフィールデッキをシミュレーションし、初手時点の勝率が最も高いデッキを選択します。5枚揃ったプロフィールデッキがない場合は、ゲーム標準の「おすすめ」を使用します。
Saucy,,,,Play sound when run completes,実行完了時に通知音を鳴らす
Saucy,,,,Play time before break (minutes),休憩までのプレイ時間（分）
Saucy,,,,Plays Mini Cactpot automatically when you open the daily scratcher at the Gold Saucer.,ゴールドソーサーでミニくじテンダーを開くと、自動でプレイします。
Saucy,,,,Provides the Slice is Right boss module (hazard zones) and the VBM AI preset Saucy activates during the GATE. Keep the Gold Saucer Slice is Right module enabled in Boss Mod settings.,Slice is Rightボスモジュール（危険地帯）と、GATE中にSaucyが有効化するVBM AIプリセットを提供します。Boss Mod設定でGold SaucerのSlice is Rightモジュールを有効にしておいてください。
Saucy,,,,Published and developed with ,公開・開発：
Saucy,,,,Punishings,
Saucy,,,Text/RenderTextWrapped,Questionable,Questionable
Saucy,,,,Random##JumboNumbers,ランダム##JumboNumbers
Saucy,,,,Repository,リポジトリ
Saucy,,,,Reset Lifetime,累計をリセット
Saucy,,,,Reset Session,セッションをリセット
Saucy,,,,Run mode,実行モード
Saucy,,,,Runs automatically when enabled at the Out on a Limb machine.,Out on a Limbマシンで有効にすると、自動的に実行されます。
Saucy,,,,Runs automatically when enabled. Plays the Air Force One ride-shooting minigame for you.,有効にすると自動的に実行されます。エアフォースワンのライドシューティングミニゲームをプレイします。
Saucy,,,,Runs automatically when enabled. Start the minigame at the Gold Saucer punching machine.,有効にすると自動的に実行されます。ゴールドソーサーのパンチングマシンでミニゲームを開始します。
Saucy,,,,Saucy - 2.1.2.2,
Saucy,,,,Saucy theme,Saucy テーマ
Saucy,,,,Select deck,デッキを選択
Saucy,,,,Session,セッション
Saucy,,,,"Shows a searchable card list beside the Gold Saucer card UI, including Edit Deck (TriadBuddy-style [No.1] ordering). Also shows NPC search on the main card collection screen.",ゴールドソーサーのカードUIの横にデッキ編集（TriadBuddyスタイル[No.1]の並び順）を含む検索可能なカードリストを表示します。メインのカード収集画面にもNPC検索が表示されます。
Saucy,,,,Shows the statistical safe spot during the GATE.,GATE中の統計上の安全地帯を表示します。
Saucy,,,,Slice is Right,一閃！ 斬魔・デ・三昧
Saucy,,,,Source Code,ソースコード
Saucy,,,,Spacing between probed cursor positions when searching for the sweet spot. Smaller = more precise but slower; the default works for most setups.,スイートスポットを検索する際のカーソル位置間隔。小さいほど高精度ですが遅くなります。通常は既定値で問題ありません。
Saucy,,,,Specific numbers##JumboNumbers,指定番号##JumboNumbers
Saucy,,,,Start Triple Triad unlock quests from Saucy card and NPC search.,Saucyのカード・NPC検索からトリプルトライアドのアンロッククエストを開始します。
Saucy,,,,Stats,統計
Saucy,,,,Step,刻み幅
Saucy,,,,Stop after first card drop,最初のカード入手後に停止
Saucy,,,,Stop at next double-down,次のダブルダウンで停止
Saucy,,,,Stops queuing new games while Duty Finder is ready.,コンテンツファインダーが突入可能な間は、新しいゲームを開始しません。
Saucy,,,,Stops rematching while Duty Finder is ready.,コンテンツファインダーが突入可能な間は、再戦しません。
Saucy,,,,Take a break,休憩する
Saucy,,,,Teleport to the nearest aetheryte before pathing when the NPC is far away or in another zone.,NPCが遠い、または別エリアにいる場合は、移動前に最寄りのエーテライトへテレポします。
Saucy,,,,Ticket 1 (100 MGP),チケット 1 (100 MGP)
Saucy,,,,Ticket 2 (150 MGP),チケット 2 (150 MGP)
Saucy,,,,Ticket 3 (200 MGP),チケット 3 (200 MGP)
Saucy,,,BeginComboPreview,Titan,タイタン
Saucy,,,Text/RenderTextWrapped,Travel,移動
Saucy,,,,Triple Triad,トリプルトライアド
Saucy,,,Text/RenderTextWrapped,Tuning,調整
Saucy,,,Selectable,UFO？,UFO？
Saucy,,,,"Use ""Fixed match count"" below to stop after a set number of games.",指定回数で停止する場合は、下の「対戦回数を指定」を使用します。
Saucy,,,DrawListAddTextFont,v2.1.2.2,v2.1.2.2
Saucy,,,Text/RenderTextWrapped,vnavmesh,vnavmesh
Saucy,,,,Walk to Triple Triad NPCs from Saucy map links after you arrive in the zone.,対象エリア到着後、SaucyのマップリンクからトリプルトライアドNPCまで徒歩で移動します。
Saucy,,,,"Walk up to the Out on a Limb machine, set how many games to play, and Saucy runs them.",アウト・オン・ア・リムの筐体前でプレイ回数を設定すると、Saucyが自動で実行します。
Saucy,,,,Wind Blows,暴風！ はないきフンガー
Saucy,,,,Wins,勝利
Saucy,,,Text/RenderTextWrapped,"At match prep, builds a deck from your owned cards when no valid cache or existing ""NPC (Saucy)"" profile deck fits this NPC and rules. Rebuilds if you have gained 5 or more new cards since the last build for that NPC. Saves to profile slot 5 and selects it. Cannot be combined with Use cached deck.",対戦準備時、このNPCとルールに合う有効なキャッシュや既存の「NPC (Saucy)」プロフィールデッキがない場合、所持カードからデッキを作成します。そのNPC向けに前回作成してから新しいカードを5枚以上入手している場合は再構築します。プロフィールスロット5へ保存して選択します。「利用可能ならキャッシュ済みデッキを使用」とは併用できません。
Saucy,,,Text/RenderTextWrapped,"At match prep, loads a matching cached deck into profile slot 5 when one exists for this NPC and rules. Auto-pick still sims your profile decks and picks the highest opening win %. Cannot be combined with Build optimized deck.",対戦準備時、このNPCとルールに合うキャッシュ済みデッキがあればプロフィールスロット5へ読み込みます。自動選択では引き続きプロフィールデッキをシミュレーションし、初手時点の勝率が最も高いデッキを選びます。「最適化デッキを作成」とは併用できません。
Saucy,,,Checkbox/RenderText,Build optimized deck,最適化デッキを作成
Saucy,,,Text/RenderTextWrapped,Default uses the game's Mount Roulette general action. Pick a mount to always summon that one before map navigation.,既定ではゲーム標準の「マウント・ルーレット」を使用します。特定のマウントを選ぶと、マップ移動前に必ずそのマウントを呼び出します。
Saucy,,,Text/RenderTextWrapped,No complete profile decks — using game recommended,5枚揃ったプロフィールデッキがないため、ゲーム推奨デッキを使用
Saucy,,,Checkbox/RenderText,Use cached deck if available,利用可能ならキャッシュ済みデッキを使用
Saucy,,,Text,(match registration open),（対戦受付中）
Saucy,,,Text/RenderTextWrapped,"Cancels a background deck build after this long. If the build is not finished by deck select, Saucy falls back to your best profile deck. Map navigation waits until a deck is ready.",バックグラウンドでのデッキ構築は、この時間を超えると中止します。デッキ選択までに構築が完了しない場合、Saucyはプロフィールデッキの中から最適なものを使用します。マップ移動はデッキの準備が完了するまで待機します。
Saucy,,,Text/RenderTextWrapped,Don't start a background deck build when you target an NPC you've already beaten or whose cards you already own. Still builds at match prep if you challenge them.,すでに勝利済み、またはそのNPCから入手できるカードをすべて所持している場合、NPCをターゲットしただけではバックグラウンドのデッキ構築を開始しません。ただし実際に対戦を挑んだ場合は、対戦準備時に構築します。
Saucy,,,RenderTextWrapped,G.A.T.E.,G.A.T.E.
Saucy,,,Checkbox/RenderText,Missing cards only,未所持カードのみ
Saucy,,,RenderText,Optimizer threads (0 = all),最適化スレッド数（0＝全て）
Saucy,,,RenderText,Optimizer timeout (min),最適化タイムアウト（分）
Saucy,,,Checkbox/RenderText,Pause while Questionable is running,Questionable実行中は一時停止
Saucy,,,Text/RenderTextWrapped,Pauses background deck builds while Questionable (/qst) is questing. Match prep still builds if you challenge an NPC.,Questionable（/qst）がクエスト進行中は、バックグラウンドのデッキ構築を一時停止します。NPCに対戦を挑んだ場合は、対戦準備時の構築は行います。
Saucy,,,Checkbox/RenderText,Show deck automation messages in chat,デッキ自動化メッセージをチャットに表示
Saucy,,,Text/RenderTextWrapped,"Shows [Saucy] deck optimizer, deck selection, and profile-write messages in chat. Does not hide the game's own lines (e.g. ""in play for the next match"").","［Saucy］のデッキ最適化、デッキ選択、プロフィール書き込みに関するメッセージをチャットへ表示します。ゲーム本体のメッセージ（例：""in play for the next match""）は非表示になりません。"
Saucy,,,Checkbox/RenderText,Skip beaten or completed NPCs,勝利済み／カード収集済みNPCをスキップ
Saucy,,,Text/RenderTextWrapped,Skipped — NPC beaten or all cards owned,スキップ — 勝利済み、またはカードをすべて所持
Saucy,,,Text/RenderTextWrapped,Uses 20 of 20 logical cores for parallel deck tests.,デッキ検証の並列処理に、論理コア20個中20個を使用します。
Saucy,,,Text/RenderTextWrapped,Uses 5 of 20 logical cores for parallel deck tests.,デッキ検証の並列処理に、論理コア20個中5個を使用します。
